key,name,pos,team,bye,std,half_ppr,ppr,rush_yds,df_points_allowed_per_game,rush_tds,df_sacks,pass_yds,reception_tds,reception_yds,kick_extra_points,pass_ints,kick_30_39,fumbles,kick_40_49,df_fumbles,df_ints,kick_20_29,kick_0_19,df_tds,receptions,pass_tds,df_safeties,kick_50,two_pts
perry_WR_MIA,Malcolm Perry,WR,MIA,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,83.0,,,,,,,,,,,7.0,,,,
peterson_RB_WSH,Adrian Peterson,RB,WSH,,-1.0,-1.0,-1.0,331.0,,2.0,,,0.0,41.0,,,,1.0,,,,,,,4.0,,,,
pettis_WR_SF,Dante Pettis,WR,SF,11,-1.0,371.0,373.5,3.2,,0.0,,,0.1,48.8,,,,0.0,,,,,,0.1,2.0,,,,
powell_WR_ATL,Brandon Powell,WR,ATL,,-1.0,-1.0,-1.0,4.8,,0.0,,,0.8,111.8,,,,0.0,,,,,,0.1,8.9,,,,
pringle_WR_KC,Byron Pringle,WR,KC,10,-1.0,-1.0,334.0,0.8,,0.0,,,0.2,45.0,,,,,,,,,,,2.6,,,,
proche_WR_BAL,James Proche,WR,BAL,,-1.0,-1.0,-1.0,3.4,,0.0,,,0.4,88.3,,,,0.0,,,,,,,6.6,,,,
pruitt_TE_TEN,MyCole Pruitt,TE,TEN,7,-1.0,-1.0,499.0,0.4,,0.0,,,0.9,109.3,,0.0,,0.0,,,,,,,9.8,,,,
raiders_DST_LV,Raiders,DST,LV,6,-1.0,-1.0,235.0,,24.2,,36.2,,,,,,,9.1,,9.1,13.9,,,1.7,,,0.3,,
ratley_WR_NYG,Damion Ratley,WR,NYG,,-1.0,-1.0,-1.0,0.3,,0.0,,,0.6,120.3,,,,,,,,,,,9.2,,,,
raymond_WR_TEN,Kalif Raymond,WR,TEN,,-1.0,-1.0,-1.0,7.0,,0.0,,,1.2,169.2,,,,0.0,,,,,,0.1,9.8,,,,
reed_TE_SF,Jordan Reed,TE,SF,11,-1.0,-1.0,263.0,0.5,,0.0,,,1.9,275.6,,,,0.0,,,,,,,24.5,,,,
reed_WR_LAC,Joe Reed,WR,LAC,,-1.0,-1.0,-1.0,6.1,,0.0,,,1.4,281.1,,,,0.5,,,,,,,19.0,,,,
"ricard_DT, RB_BAL",Patrick Ricard,"DT, RB",BAL,,-1.0,-1.0,-1.0,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,
ricard_RB_BAL,Patrick Ricard,RB,BAL,8,-1.0,-1.0,268.0,0.4,,0.0,,,0.6,45.2,,,,0.0,,,,,,,7.2,,,,0.0
ridley_WR_CHI,Riley Ridley,WR,CHI,11,-1.0,-1.0,351.0,0.8,,0.0,,,0.5,124.4,,,,,,,,,,,9.7,,,,
roberts_WR_BUF,Andre Roberts,WR,BUF,,-1.0,-1.0,-1.0,2.2,,0.0,,,0.2,54.3,,,,,,,,,,,3.9,,,,
roberts_WR_CAR,Seth Roberts,WR,CAR,,-1.0,-1.0,-1.0,0.3,,0.0,,,0.5,107.7,,,,,,,,,,,8.1,,,,
roberts_WR_WSH,Andre Roberts,WR,WSH,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,34.0,,,,,,,,,,,3.0,,,,
robinson_RB_JAX,James Robinson,RB,JAX,7,-1.0,374.0,297.0,289.2,,1.6,,,0.5,126.8,,,,1.2,,,,,,,14.4,,,,0.0
rudolph_QB_PIT,Mason Rudolph,QB,PIT,8,-1.0,339.0,372.0,15.3,,0.1,,364.6,,,,2.0,,0.1,,,,,,,,2.0,,,0.6
sample_TE_CIN,Drew Sample,TE,CIN,9,-1.0,353.0,348.0,0.5,,0.0,,,0.8,138.7,,,,0.0,,,,,,,13.7,,,,
saubert_TE_CHI,Eric Saubert,TE,CHI,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,21.0,,,,,,,,,,,2.0,,,,
scarbrough_RB_DET,Bo Scarbrough,RB,DET,5,-1.0,362.0,356.0,151.8,,0.8,,,0.1,11.4,,,,0.3,,,,,,,1.9,,,,0.0
schaub_QB_ATL,Matt Schaub,QB,ATL,,-1.0,-1.0,-1.0,2.4,,0.0,,170.7,,,,0.9,,0.0,,,,,,,,0.8,,,1.6
schultz_TE_DAL,Dalton Schultz,TE,DAL,10,-1.0,-1.0,326.0,0.3,,0.0,,,0.8,153.3,,,,0.0,,,,,,,13.9,,,,
scott_P_GB,J.K. Scott,P,GB,,-1.0,-1.0,-1.0,,,,,,,,0.0,,,,,,,,,,,,,,
sealsjones_TE_KC,Ricky Seals-Jones,TE,KC,10,-1.0,-1.0,307.0,0.3,,0.0,,,1.4,147.2,,,,0.0,,,,,,,11.4,,,,
shaheen_TE_MIA,Adam Shaheen,TE,MIA,,-1.0,-1.0,-1.0,0.2,,0.0,,,0.9,111.5,,,,1.0,,,,,,,11.4,,,,
sharpe_WR_MIN,Tajae Sharpe,WR,MIN,7,-1.0,335.0,330.0,0.4,,0.0,,,0.9,119.3,,,,,,,,,,,9.4,,,,
sherfield_WR_ARI,Trent Sherfield,WR,ARI,,-1.0,-1.0,-1.0,0.5,,0.0,,,0.7,77.2,,,,,,,,,,,5.4,,,,
sherman_RB_KC,Anthony Sherman,RB,KC,10,-1.0,-1.0,303.0,8.8,,0.0,,,0.4,51.3,,,,0.0,,,,,,,5.5,,,,
slater_WR_NE,Matt Slater,WR,NE,6,-1.0,-1.0,327.0,5.1,,0.0,,,0.1,53.0,,,,0.0,,,,,,0.0,1.2,,,,
smith_QB_SEA,Geno Smith,QB,SEA,6,-1.0,-1.0,370.0,11.6,,0.1,,195.5,,,,0.8,,0.1,,,,,,,,1.5,,,0.4
smith_QB_WSH,Alex Smith,QB,WSH,,-1.0,-1.0,-1.0,10.8,,0.0,,207.8,,,,0.9,,0.0,,,,,,,,1.2,,,0.3
smith_TE_BUF,Lee Smith,TE,BUF,,-1.0,-1.0,-1.0,0.3,,0.0,,,0.4,32.4,,,,0.0,,,,,,,3.3,,,,
smith_TE_NYG,Kaden Smith,TE,NYG,11,-1.0,341.0,380.5,0.2,,0.0,,,1.1,155.0,,,,0.0,,,,,,,14.7,,,,
smith_WR_NYJ,Vyncint Smith,WR,NYJ,,-1.0,-1.0,-1.0,11.0,,0.0,,,0.0,44.0,,,,,,,,,,,3.0,,,,
smythe_TE_MIA,Durham Smythe,TE,MIA,11,-1.0,-1.0,418.0,0.3,,0.0,,,0.5,80.6,,,,0.0,,,,,,,9.3,,,,
snead_WR_BAL,Willie Snead,WR,BAL,8,-1.0,217.0,216.0,12.3,,0.0,,,2.9,409.0,,0.0,,0.5,,,,,,0.0,35.2,,,,
spencer_WR_DEN,Diontae Spencer,WR,DEN,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.0,11.0,,,,,,,,,,,1.0,,,,
sprinkle_TE_WSH,Jeremy Sprinkle,TE,WSH,8,-1.0,-1.0,341.0,0.4,,0.0,,,1.3,245.9,,0.0,,0.0,,,,,,,27.0,,,,
stick_QB_LAC,Easton Stick,QB,LAC,,-1.0,-1.0,-1.0,35.8,,0.1,,35.8,,,,0.2,,0.0,,,,,,,,0.1,,,0.0
stocker_TE_ATL,Luke Stocker,TE,ATL,10,-1.0,-1.0,465.0,0.3,,0.0,,,0.9,108.3,,,,0.0,,,,,,,11.7,,,,
sudfeld_QB_PHI,Nate Sudfeld,QB,PHI,,-1.0,-1.0,-1.0,3.4,,0.2,,120.2,,,,0.6,,0.1,,,,,,,,0.4,,,0.5
swaim_TE_JAX,Geoff Swaim,TE,JAX,,-1.0,-1.0,-1.0,,,,,,1.0,81.0,,,,0.0,,,,,,,8.0,,,,
swaim_TE_TEN,Geoff Swaim,TE,TEN,,-1.0,-1.0,-1.0,0.2,,0.0,,,0.3,66.5,,,,,,,,,,,6.3,,,,
swain_WR_SEA,Freddie Swain,WR,SEA,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.1,12.3,,,,,,,,,,,0.8,,,,
taylor_WR_GB,Malik Taylor,WR,GB,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,76.0,,,,,,,,,,,6.0,,,,
taylor_WR_SF,Trent Taylor,WR,SF,11,-1.0,368.0,361.0,1.2,,0.0,,,1.4,254.5,,,,,,,,,,,22.2,,,,
thomas_WR_CIN,Mike Thomas,WR,CIN,9,-1.0,-1.0,231.0,24.0,,0.0,,,0.0,21.0,,,,,,,,,,,2.0,,,,
togiai_TE_IND,Noah Togiai,TE,IND,,-1.0,-1.0,-1.0,0.5,,0.0,,,0.2,40.9,,,,,,,,,,,3.6,,,,
toilolo_TE_NYG,Levine Toilolo,TE,NYG,11,-1.0,-1.0,500.0,0.3,,0.0,,,0.7,142.9,,,,0.0,,,,,,,11.9,,,,
tomlinson_TE_NYG,Eric Tomlinson,TE,NYG,,-1.0,-1.0,-1.0,0.1,,,,,0.1,3.8,,,,,,,,,,,0.9,,,,
tonyan_TE_GB,Robert Tonyan,TE,GB,5,-1.0,-1.0,425.0,0.3,,0.0,,,1.5,164.7,,,,0.0,,,,,,,13.3,,,,
turner_WR_DAL,Malik Turner,WR,DAL,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.1,43.4,,,,,,,,,,,3.3,,,,
ursua_WR_SEA,John Ursua,WR,SEA,6,-1.0,-1.0,483.0,2.0,,0.0,,,0.2,51.0,,,,,,,,,,,3.6,,,,
uzomah_TE_CIN,C.J. Uzomah,TE,CIN,9,-1.0,239.0,236.0,0.5,,0.0,,,2.9,388.4,,0.0,,0.0,,,,,,,41.0,,,,
vannett_TE_DEN,Nick Vannett,TE,DEN,8,-1.0,-1.0,377.0,0.3,,0.0,,,0.5,124.4,,0.0,,0.0,,,,,,,12.6,,,,
walker_QB_CAR,P.J. Walker,QB,CAR,,-1.0,-1.0,-1.0,50.2,,0.2,,438.0,,,,1.9,,0.2,,,,,,,,2.1,,,0.6
ward_WR_PHI,Greg Ward,WR,PHI,9,-1.0,345.0,342.0,10.5,,0.0,,,1.7,297.1,,,,0.5,,,,,,,26.2,,,,
warring_TE_HOU,Kahale Warring,TE,HOU,,-1.0,-1.0,-1.0,0.6,,0.0,,,0.9,98.5,,,,0.0,,,,,,,8.9,,,,
washington_DST_WSH,Washington,DST,WSH,,-1.0,-1.0,-1.0,,24.1,,35.0,,,,,,,9.0,,9.0,12.0,,,3.0,,,,,
washington_RB_NO,Dwayne Washington,RB,NO,,-1.0,-1.0,-1.0,16.0,,0.0,,,0.0,0.0,,,,,,,,,,,0.0,,,,
watson_WR_TB,Justin Watson,WR,TB,13,-1.0,-1.0,312.0,0.6,,0.0,,,0.8,129.4,,,,,,,,,,0.1,9.1,,,,
watt_RB_PIT,Derek Watt,RB,PIT,8,-1.0,-1.0,288.0,5.6,,0.1,,,0.1,25.9,,,,0.0,,,,,,,3.6,,,,0.0
webster_WR_LAR,Nsimba Webster,WR,LAR,,-1.0,-1.0,-1.0,4.6,,0.0,,,0.2,46.7,,,,0.0,,,,,,0.2,3.3,,,,
wesco_TE_NYJ,Trevon Wesco,TE,NYJ,,-1.0,-1.0,-1.0,3.6,,0.0,,,0.1,55.5,,,,0.0,,,,,,,5.0,,,,
wilkins_RB_IND,Jordan Wilkins,RB,IND,,-1.0,-1.0,-1.0,87.2,,0.5,,,0.1,30.8,,,,0.0,,,,,,,4.0,,,,0.0
williams_RB_CIN,Trayveon Williams,RB,CIN,,-1.0,-1.0,-1.0,60.3,,0.6,,,0.1,36.6,,,,0.0,,,,,,,4.6,,,,0.0
williams_TE_ARI,Maxx Williams,TE,ARI,8,-1.0,-1.0,474.0,0.7,,0.0,,,1.4,172.5,,0.0,,0.0,,,,,,,17.7,,,,
willson_TE_SEA,Luke Willson,TE,SEA,6,-1.0,-1.0,398.0,7.1,,0.1,,,0.5,57.2,,,,0.0,,,,,,,6.4,,,,
wilson_RB_SF,Jeff Wilson,RB,SF,,-1.0,-1.0,-1.0,105.7,,1.3,,,0.1,18.3,,,,0.2,,,,,,,2.6,,,,0.0
wilson_WR_DAL,Cedrick Wilson,WR,DAL,10,-1.0,-1.0,362.0,0.7,,0.0,,,0.9,104.2,,,,,,,,,,,8.0,,,,
wims_WR_CHI,Javon Wims,WR,CHI,,-1.0,-1.0,-1.0,0.0,,0.0,,,1.0,128.0,,,,,,,,,,,10.0,,,,
winston_QB_NO,Jameis Winston,QB,NO,6,-1.0,346.0,286.0,19.8,,0.1,,354.8,,,,1.4,,0.1,,,,,,,,2.3,,,0.8
witten_TE_LV,Jason Witten,TE,LV,6,-1.0,373.0,296.0,1.2,,0.0,,,1.0,122.2,,,,0.0,,,,,,,12.3,,,,
woerner_TE_SF,Charlie Woerner,TE,SF,,-1.0,-1.0,-1.0,1.0,,,,,0.8,85.5,,,,0.0,,,,,,,7.4,,,,
wolford_QB_LAR,John Wolford,QB,LAR,,-1.0,-1.0,-1.0,38.6,,0.2,,280.7,,,,1.1,,0.2,,,,,,,,1.4,,,0.6
woodside_QB_TEN,Logan Woodside,QB,TEN,,-1.0,-1.0,-1.0,6.0,,0.1,,241.7,,,,1.1,,0.1,,,,,,,,1.4,,,0.6
wright_WR_WSH,Isaiah Wright,WR,WSH,,-1.0,-1.0,-1.0,0.2,,0.0,,,0.0,64.3,,,,,,,,,,0.0,5.3,,,,
yelder_TE_KC,Deon Yelder,TE,KC,10,-1.0,-1.0,416.0,0.2,,0.0,,,0.2,32.2,,,,,,,,,,,2.9,,,,
yeldon_RB_BUF,T.J. Yeldon,RB,BUF,11,-1.0,359.0,401.5,101.6,,0.3,,,0.4,123.6,,,,0.4,,,,,,,13.7,,,,0.0
zaccheaus_WR_ATL,Olamide Zaccheaus,WR,ATL,10,-1.0,-1.0,466.0,0.7,,0.0,,,0.9,127.1,,,,,,,,,,,9.4,,,,
zylstra_WR_CAR,Brandon Zylstra,WR,CAR,,-1.0,-1.0,-1.0,0.3,,0.0,,,0.4,65.6,,,,,,,,,,,4.9,,,,
