key,name,pos,team,bye,std,half_ppr,ppr,kick_extra_points,rush_yds,kick_40_49,df_fumbles,pass_ints,pass_yds,rush_tds,two_pts,reception_yds,kick_0_19,df_tds,kick_50,receptions,reception_tds,fumbles,pass_tds,df_ints,kick_20_29,df_points_allowed_per_game,df_safeties,df_sacks,kick_30_39
saubert_TE_DEN,Eric Saubert,TE,DEN,,813,814,814,,0.6,,,,,,,26.2,,,,1.9,0.3,,,,,,,,
schwartz_WR_CLE,Anthony Schwartz,WR,CLE,,817,818,818,,27.0,,,,,0.0,,376.0,,,,30.0,2.0,,,,,,,,
seibert_K_DET,Austin Seibert,K,DET,,819,819,819,34.0,,10.0,,,,,,,,,6.0,,,,,,,,,,
shaheen_TE_MIA,Adam Shaheen,TE,MIA,,822,822,822,,0.4,,,,,0.0,,74.5,,,,7.4,0.5,0.0,,,,,,,
sharpe_WR_CHI,Tajae Sharpe,WR,CHI,,823,823,823,,0.0,,,,,0.0,,69.0,,,,6.0,0.0,,,,,,,,
sherfield_WR_MIA,Trent Sherfield,WR,MIA,,824,824,824,,0.6,,,,,0.0,,82.9,,,,5.9,0.6,,,,,,,,
siemian_QB_CHI,Trevor Siemian,QB,CHI,,826,826,826,,6.7,,,1.5,269.8,0.0,0.5,,,,,,,0.0,1.3,,,,,,
skowronek_WR_LAR,Ben Skowronek,WR,LAR,,830,830,830,,2.5,,,,,0.0,,147.9,,,,12.2,1.1,0.0,,,,,,,
slater_WR_NE,Matthew Slater,WR,NE,,831,831,831,,2.1,,,,,,,59.5,,,,0.6,0.1,,,,,,,,
slayton_WR_NYG,Darius Slayton,WR,NYG,,832,832,832,,-3.0,,,,,0.0,,380.0,,,,26.9,2.1,1.0,,,,,,,
smith_RB_ATL,Keith Smith,RB,ATL,,834,834,834,,19.4,,,,,0.0,0.0,43.7,,,,6.6,0.1,0.0,,,,,,,
smith_WR_CAR,Shi Smith,WR,CAR,,837,837,837,,0.0,,,,,0.0,,41.0,,,,3.0,0.0,,,,,,,,
smith_WR_NYJ,Jeff Smith,WR,NYJ,,839,839,839,,2.8,,,,,0.0,,100.8,,,,6.7,0.4,0.0,,,,,,,
smithmarsette_WR_MIN,Ihmir Smith-Marsette,WR,MIN,,841,841,841,,1.6,,,,,0.0,,171.5,,,,14.3,1.5,,,,,,,,
smythe_TE_MIA,Durham Smythe,TE,MIA,,842,842,842,,9.0,,,0.0,,0.0,,213.3,,,,20.8,0.9,0.0,,,,,,,
sokol_TE_NE,Matt Sokol,TE,NE,,844,844,844,,1.0,,,,,,,31.0,,,,2.5,0.4,,,,,,,,
sprinkle_TE_DAL,Jeremy Sprinkle,TE,DAL,,845,845,845,,0.0,,,,,0.0,,78.0,,,,8.0,0.5,0.0,,,,,,,
stanton_RB_CLE,Johnny Stanton,RB,CLE,,846,846,846,,46.2,,,,,0.5,0.0,44.2,,,,7.0,0.7,0.0,,,,,,,
stevenson_WR_BUF,Marquez Stevenson,WR,BUF,,848,848,848,,0.0,,,,,0.0,,40.0,,,,4.0,0.0,,,,,,,,
stidham_QB_LV,Jarrett Stidham,QB,LV,,850,850,850,,4.6,,,0.9,163.9,0.0,0.3,,,,,,,0.0,0.7,,,,,,
stoll_TE_PHI,Jack Stoll,TE,PHI,,851,851,851,,0.3,,,,,0.0,,29.9,,,,3.7,0.2,,,,,,,,
strachan_WR_IND,Mike Strachan,WR,IND,,853,853,853,,0.0,,,,,0.0,,55.0,,,,5.0,0.0,,,,,,,,
sudfeld_QB_SF,Nate Sudfeld,QB,SF,,856,856,856,,5.0,,,1.0,190.0,0.0,,,,,,,,,1.0,,,,,,
sullivan_TE_CAR,Stephen Sullivan,TE,CAR,,857,857,857,,0.4,,,,,0.0,,33.1,,,,3.2,0.2,,,,,,,,
swaim_TE_TEN,Geoff Swaim,TE,TEN,,858,858,858,,0.5,,,0.0,,0.0,,257.2,,,,30.1,2.7,0.0,,,,,,,
swain_WR_SEA,Freddie Swain,WR,SEA,,859,859,859,,10.2,,,0.0,,0.0,,305.8,,0.1,,23.0,1.9,0.0,,,,,,,
sweeney_TE_BUF,Tommy Sweeney,TE,BUF,,860,860,860,,0.4,,,,,0.0,,79.9,,,,8.6,0.6,0.0,,,,,,,
tate_WR_ATL,Auden Tate,WR,ATL,,862,862,862,,0.4,,,,,0.0,,31.7,,,,2.4,0.1,,,,,,,,
taylor_QB_NYG,Tyrod Taylor,QB,NYG,,863,863,863,,23.0,,,1.3,249.4,0.4,0.3,,,,,,,0.0,1.2,,,,,,
taylor_RB_GB,Patrick Taylor,RB,GB,,864,864,864,,49.0,,,,,0.0,,15.0,,,,2.0,0.0,,,,,,,,
taylor_RB_NE,J.J. Taylor,RB,NE,,865,865,865,,199.5,,,,,1.7,0.0,41.7,,0.3,,6.4,0.2,0.2,,,,,,,
taylor_WR_CIN,Trent Taylor,WR,CIN,,866,866,866,,1.8,,,,,0.0,,49.0,,0.0,,3.2,0.1,,,,,,,,
team_DST_WSH,Team,DST,WSH,,868,868,868,,,,12.0,,,,,,,1.8,,,,12.0,,14.7,,23.4,0.3,39.0,
texans_DST_HOU,Texans,DST,HOU,,869,869,869,,,,10.6,,,,,,,1.8,,,,10.6,,13.4,,26.6,0.3,38.0,
thomas_TE_CAR,Ian Thomas,TE,CAR,,870,870,870,,0.5,,,0.0,,0.0,,192.8,,,,19.6,1.0,0.0,,,,,,,
thomas_WR_CIN,Mike Thomas,WR,CIN,,871,871,871,,0.7,,,,,0.0,,58.5,,,,4.6,0.2,,,,,,,,
thompson_RB_SEA,Darwin Thompson,RB,SEA,,874,874,874,,75.6,,,,,0.6,0.0,28.8,,0.1,,3.8,0.2,0.1,,,,,,,
tomlinson_TE_DEN,Eric Tomlinson,TE,DEN,,879,879,879,,0.0,,,,,0.0,,37.0,,,,2.0,0.0,,,,,,,,
toure_WR_GB,Samori Toure,WR,GB,,881,881,881,,0.0,,,,,0.0,,81.0,,,,7.0,1.0,,,,,,,,
trask_QB_TB,Kyle Trask,QB,TB,,882,882,882,,3.0,,,0.0,134.0,0.0,,,,,,,,0.0,1.0,,,,,,
treadwell_WR_JAX,Laquon Treadwell,WR,JAX,,883,883,883,,0.6,,,,,0.0,,246.2,,,,18.2,1.6,,,,,,,,
turner_TE_WSH,Cole Turner,TE,WSH,,884,884,884,,0.0,,,,,0.0,,54.0,,,,5.0,0.0,,,,,,,,
turner_WR_SF,Malik Turner,WR,SF,,886,886,886,,0.9,,,,,,,78.4,,,,4.2,0.4,,,,,,,,
vannett_TE_NO,Nick Vannett,TE,NO,,887,887,887,,0.4,,,,,0.0,,120.6,,,,12.3,1.0,,,,,,,,
vasher_WR_DAL,T.J. Vasher,WR,DAL,,888,888,888,,0.0,,,,,0.0,,65.0,,,,6.0,1.0,,,,,,,,
walker_QB_CAR,PJ Walker,QB,CAR,,895,895,895,,0.0,,,0.1,20.5,0.0,0.1,,,,,,,0.0,0.0,,,,,,
wallace_WR_BAL,Tylan Wallace,WR,BAL,,897,897,897,,0.5,,,,,0.0,,183.3,,,,15.4,1.3,,,,,,,,
ward_WR_PHI,Greg Ward,WR,PHI,,899,899,899,,1.0,,,,,0.0,,63.5,,0.1,,4.4,0.3,,,,,,,,
washington_RB_NO,Dwayne Washington,RB,NO,,900,900,900,,47.8,,,,,0.5,,34.0,,,,4.1,0.1,,,,,,,,
washington_WR_DEN,Montrell Washington,WR,DEN,,902,902,902,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,
watson_WR_KC,Justin Watson,WR,KC,,903,903,903,,0.0,,,,,0.0,,21.0,,,,2.0,0.0,,,,,,,,
watt_RB_PIT,Derek Watt,RB,PIT,,904,904,904,,6.3,,,,,0.1,0.0,25.1,,,,4.0,0.1,0.0,,,,,,,
webster_WR_CHI,Nsimba Webster,WR,CHI,,906,906,906,,2.6,,,,,0.0,,51.4,,,,,0.1,,,,,,,,
wesco_TE_NYJ,Trevon Wesco,TE,NYJ,,910,910,910,,0.8,,,,,,,17.8,,,,1.6,0.3,,,,,,,,
wesley_WR_ARI,Antoine Wesley,WR,ARI,,911,911,911,,0.5,,,,,0.0,,131.4,,,,10.8,0.9,,,,,,,,
westbrook_WR_TEN,Nick Westbrook,WR,TEN,,912,912,912,,0.0,,,,,0.0,,529.0,,,,41.0,5.0,1.0,,,,,,,
white_QB_NYJ,Mike White,QB,NYJ,,913,913,913,,3.0,,,1.0,145.0,0.0,,,,,,,,0.0,1.0,,,,,,
wilcox_TE_CIN,Mitchell Wilcox,TE,CIN,,917,917,917,,0.0,,,,,0.0,,37.0,,,,4.0,0.0,,,,,,,,
wilkins_RB_TEN,Jordan Wilkins,RB,TEN,,919,919,919,,55.7,,,,,0.3,0.6,48.1,,,,5.6,0.2,,,,,,,,
williams_RB_CIN,Trayveon Williams,RB,CIN,,920,920,920,,124.0,,,,,0.8,0.0,47.8,,,,6.8,0.2,0.6,,,,,,,
williams_RB_IND,Ty'Son Williams,RB,IND,,921,921,921,,118.2,,,,,0.7,0.0,25.8,,,,3.0,0.1,0.0,,,,,,,
williams_RB_NYG,Antonio Williams,RB,NYG,,922,922,922,,65.0,,,,,1.0,,30.0,,,,4.0,0.0,,,,,,,,
williams_TE_ARI,Maxx Williams,TE,ARI,,924,924,924,,0.5,,,,,0.0,,199.5,,,,18.6,1.3,0.0,,,,,,,
williams_WR_DEN,Seth Williams,WR,DEN,,926,926,926,,0.5,,,,,,,11.1,,,,0.7,0.1,,,,,,,,
winston_WR_NO,Easop Winston Jr.,WR,NO,,933,933,933,,4.6,,,,,0.0,,36.3,,,,1.6,0.1,,,,,,,,
woerner_TE_SF,Charlie Woerner,TE,SF,,935,935,935,,0.7,,,,,,,22.3,,,,1.7,0.3,,,,,,,,
wolford_QB_LAR,John Wolford,QB,LAR,,936,936,936,,7.8,,,1.0,178.2,0.1,0.6,,,,,,,0.0,1.2,,,,,,
woods_WR_CLE,Michael Woods II,WR,CLE,,937,937,937,,0.0,,,,,0.0,,17.0,,,,2.0,0.0,,,,,,,,
wright_TE_DET,Brock Wright,TE,DET,,939,939,939,,0.3,,,,,0.0,,147.5,,,,15.3,1.3,0.0,,,,,,,
yeboah_TE_NYJ,Kenny Yeboah,TE,NYJ,,941,941,941,,,,,,,,,119.0,,,,10.0,1.0,0.0,,,,,,,
zylstra_WR_CAR,Brandon Zylstra,WR,CAR,,947,947,947,,0.5,,,,,0.0,,136.4,,,,10.9,0.8,,,,,,,,
