key,name,pos,team,bye,std,half_ppr,ppr,reception_yds,kick_40_49,pass_ints,pass_tds,kick_0_19,df_points_allowed_per_game,rush_tds,df_safeties,kick_30_39,pass_yds,df_fumbles,df_tds,df_sacks,df_ints,kick_extra_points,receptions,reception_tds,rush_yds,kick_20_29,two_pts,fumbles,kick_50
carter_WR_CHI,DeAndre Carter,WR,CHI,7.0,433,434,622,10.5,,,,,,0.0,,,,,,,,,1.0,0.0,3.0,,,,
gentry_TE_LV,Zach Gentry,TE,LV,10.0,530,531,623,18.0,,,,,,0.0,,,,,,,,,2.0,0.0,0.0,,,,
kennedy_WR_DET,Tom Kennedy,WR,DET,5.0,654,655,625,20.0,,,,,,0.0,,,,,,,,,2.0,0.0,0.0,,,,
smith_WR_DET,Tre'Quan Smith,WR,DET,5.0,865,865,628,74.0,,,,,,,,,,,,,,,11.0,,,,,,
guyton_WR_LV,Jalen Guyton,WR,LV,10.0,541,542,629,70.0,,,,,,0.0,,,,,,,,,5.5,0.5,2.0,,,,
johnson_RB_JAX,D'Ernest Johnson,RB,JAX,12.0,624,625,635,42.5,,,,,,1.0,,,,,,,,,6.0,0.0,152.0,,,,
deguara_TE_JAX,Josiah Deguara,TE,JAX,12.0,475,476,640,73.0,,,,,,,,,,,,,,,8.5,1.0,,,,0.0,
jackson_WR_TEN,Jha'Quan Jackson,WR,TEN,5.0,613,614,641,20.5,,,,,,0.0,,,,,,,,,2.0,0.0,0.0,,,,
davis_TE_GB,Tyler Davis,TE,GB,10.0,468,469,642,18.0,,,,,,0.0,,,,,,,,,2.0,0.0,0.0,,,,
vele_WR_DEN,Devaughn Vele,WR,DEN,14.0,936,936,643,61.5,,,,,,0.0,,,,,,,,,5.0,0.5,0.0,,,,
perine_RB_PIT,La'Mical Perine,RB,PIT,9.0,772,773,650,18.5,,,,,,0.0,,,,,,,,,3.0,0.0,39.0,,,,
kelley_RB_NYG,Joshua Kelley,RB,NYG,11.0,652,653,652,36.0,,,,,,1.0,,,,,,,,,5.0,,134.0,,,,
hasty_RB_NE,JaMycal Hasty,RB,NE,14.0,563,564,653,35.5,,,,,,1.0,,,,,,,,,5.5,0.0,66.5,,,0.0,
jones_WR_JAX,Tim Jones,WR,JAX,12.0,641,642,659,95.0,,,,,,,,,,,,,,,8.0,1.0,4.0,,,,
turner_WR_LV,DJ Turner,WR,LV,10.0,929,929,660,57.0,,,,,,0.0,,,,,,,,,5.0,0.0,0.0,,,,
marshall_WR_CAR,Terrace Marshall Jr.,WR,CAR,11.0,687,688,662,64.0,,,,,,,,,,,,,,,5.0,,4.0,,,,
ehlinger_QB_IND,Sam Ehlinger,QB,IND,14.0,491,492,663,,,,1.0,,,,,,76.0,,,,,,,,8.0,,,,
skowronek_WR_HOU,Ben Skowronek,WR,HOU,14.0,859,859,665,111.0,,,,,,,,,,,,,,,9.0,1.0,4.0,,,,
trask_QB_TB,Kyle Trask,QB,TB,11.0,919,919,667,,,0.5,1.0,,,0.0,,,160.0,,,,,,,,6.5,,,0.0,
morris_TE_BUF,Quintin Morris,TE,BUF,12.0,738,739,668,101.5,,,,,,,,,,,,,,,9.5,1.5,,,,0.0,
prentice_RB_NO,Adam Prentice,RB,NO,12.0,787,787,670,32.0,,,,,,0.0,,,,,,,,,4.0,0.0,18.0,,,,
patterson_RB_LAC,Jaret Patterson,RB,LAC,5.0,765,766,673,28.0,,,,,,0.0,,,,,,,,,4.0,0.0,71.0,,,,
ridder_QB_ARI,Desmond Ridder,QB,ARI,11.0,806,806,675,,,1.0,1.0,,,0.0,,,177.5,,,,,,,,15.5,,,1.0,
kolar_TE_BAL,Charlie Kolar,TE,BAL,14.0,665,666,676,77.0,,,,,,,,,,,,,,,7.0,1.0,,,,0.0,
woods_WR_CLE,Michael Woods II,WR,CLE,10.0,996,996,677,119.0,,,,,,,,,,,,,,,9.0,1.0,4.0,,,,
willis_QB_TEN,Malik Willis,QB,TEN,5.0,983,983,680,,,1.0,1.0,,,,,,168.0,,,,,,,,26.0,,,,
holker_TE_NO,Dallin Holker,TE,NO,12.0,584,585,684,123.5,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
thompson_QB_MIA,Skylar Thompson,QB,MIA,6.0,904,904,687,,,1.0,1.0,,,,,,161.0,,,,,,,,20.0,,,,
spiller_RB_LAC,Isaiah Spiller,RB,LAC,5.0,874,874,691,23.5,,,,,,1.0,,,,,,,,,4.0,0.0,126.5,,,0.0,
schrader_RB_SF,Cody Schrader,RB,SF,9.0,835,835,697,2.0,,,,,,,,,,,,,,,1.0,,23.0,,,,
chestnut_RB_TEN,Julius Chestnut,RB,TEN,5.0,438,439,700,61.0,,,,,,1.0,,,,,,,,,9.0,0.0,115.0,,,,
strange_TE_JAX,Brenton Strange,TE,JAX,12.0,887,887,713,116.0,,,,,,,,,,,,,,,12.5,1.5,,,,0.0,
boutte_WR_NE,Kayshon Boutte,WR,NE,14.0,393,394,715,138.0,,,,,,,,,,,,,,,11.0,1.0,5.0,,,,
mckee_QB_PHI,Tanner McKee,QB,PHI,5.0,704,705,717,,,,1.0,,,,,,80.0,,,,,,,,8.0,,,,
tune_QB_ARI,Clayton Tune,QB,ARI,11.0,927,927,718,,,1.0,1.0,,,,,,180.0,,,,,,,,7.0,,,,
willis_TE_SF,Brayden Willis,TE,SF,9.0,984,984,719,121.0,,,,,,,,,,,,,,,10.0,1.0,,,,0.0,
durham_TE_TB,Payne Durham,TE,TB,11.0,486,487,720,133.5,,,,,,,,,,,,,,,12.5,1.0,,,,0.0,
vokolek_TE_ARI,Travis Vokolek,TE,ARI,11.0,938,938,721,102.0,,,,,,,,,,,,,,,11.0,1.0,,,,0.0,
brownlee_WR_NYJ,Jason Brownlee,WR,NYJ,12.0,411,412,722,138.0,,,,,,,,,,,,,,,11.0,1.0,3.0,,,,
russell_TE_SEA,Brady Russell,TE,SEA,10.0,824,824,723,18.0,,,,,,0.0,,,,,,,,,2.0,0.0,0.0,,,,
remigio_WR_KC,Nikko Remigio,WR,KC,6.0,800,800,724,130.0,,,,,,,,,,,,,,,10.0,1.0,,,,,
mims_RB_NO,Jordan Mims,RB,NO,12.0,725,726,725,9.0,,,,,,0.5,,,,,,,,,1.5,0.0,42.5,,,,
luepke_RB_DAL,Hunter Luepke,RB,DAL,7.0,680,681,730,43.5,,,,,,2.0,,,,,,,,,6.5,0.0,33.0,,,0.0,
dotson_RB_LAC,Elijah Dotson,RB,LAC,5.0,479,480,741,15.0,,,,,,,,,,,,,,,2.0,,24.0,,,,
jarrett_WR_TB,Rakim Jarrett,WR,TB,11.0,616,617,742,97.5,,,,,,0.0,,,,,,,,,8.0,0.5,5.0,,,,
mclachlan_TE_CIN,Tanner McLachlan,TE,CIN,12.0,708,709,746,123.0,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
pratt_QB_GB,Michael Pratt,QB,GB,10.0,786,786,747,,,0.5,1.0,,,0.0,,,156.0,,,,,,,,10.0,,,0.0,
jordan_RB_HOU,Jawhar Jordan,RB,HOU,14.0,644,645,748,30.0,,,,,,1.0,,,,,,,,,4.0,,134.0,,,,
robinson_RB_JAX,Keilan Robinson,RB,JAX,12.0,811,811,749,7.5,,,,,,0.0,,,,,1.0,,,,1.0,0.0,16.5,,,,
miller_RB_NYG,Dante Miller,RB,NYG,11.0,717,718,750,28.0,,,,,,0.0,,,,,,,,,4.0,0.0,29.0,,,,
davis_RB_NYJ,Isaiah Davis,RB,NYJ,12.0,467,468,751,47.0,,,,,,1.5,,,,,,,,,6.5,0.0,194.0,,,,
reiman_TE_ARI,Tip Reiman,TE,ARI,11.0,799,799,752,99.3,,,,,,0.0,,,,,,,,,10.3,0.7,0.0,,,0.0,
culp_TE_TB,Devin Culp,TE,TB,11.0,458,459,753,124.0,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
vannett_TE_TEN,Nick Vannett,TE,TEN,5.0,934,934,757,104.0,,,,,,,,,,,,,,,9.0,1.0,,,,0.0,
mcnichols_RB_WSH,Jeremy McNichols,RB,WSH,14.0,710,711,758,57.5,,,,,,0.0,,,,,,,,,7.0,0.5,60.5,,,0.0,
wilcox_TE_NE,Mitchell Wilcox,TE,NE,14.0,973,973,773,31.0,,,,,,,,,,,,,,,5.0,,,,,,
evans_RB_BUF,Darrynton Evans,RB,BUF,12.0,495,496,774,29.0,,,,,,0.0,,,,,,,,,4.0,0.0,33.0,,,,
reagor_WR_NE,Jalen Reagor,WR,NE,14.0,796,796,778,106.0,,,,,,,,,,,,,,,8.0,1.0,4.0,,,,
woerner_TE_ATL,Charlie Woerner,TE,ATL,12.0,993,993,779,68.0,,,,,,,,,,,,,,,12.0,,,,,,
williams_RB_ATL,Avery Williams,RB,ATL,12.0,977,977,785,29.0,,,,,,0.0,,,,,,,,,4.0,0.0,18.0,,,,
farrell_TE_JAX,Luke Farrell,TE,JAX,12.0,503,504,790,103.0,,,,,,0.0,,,,,,,,,10.0,1.0,0.0,,,0.0,
smartt_TE_LAC,Stone Smartt,TE,LAC,5.0,863,863,806,122.0,,,,,,,,,,,,,,,9.5,1.0,,,,0.0,
hull_RB_IND,Evan Hull,RB,IND,14.0,339,339,809,76.0,,,,,,1.0,,,,,,,,,10.5,0.5,189.5,,,,
washington_RB_ATL,Carlos Washington Jr.,RB,ATL,12.0,946,946,817,22.0,,,,,,1.0,,,,,,,,,4.0,,37.0,,,,
sims_TE_GB,Ben Sims,TE,GB,10.0,857,857,823,55.5,,,,,,0.0,,,,,,,,,6.5,1.0,0.0,,,0.0,
washington_WR_ATL,Casey Washington,WR,ATL,12.0,948,948,832,127.0,,,,,,,,,,,,,,,10.0,1.0,,,,,
leary_QB_BAL,Devin Leary,QB,BAL,14.0,672,673,833,,,,,,,,,,65.0,,,,,,,,,,,,
all_TE_CIN,Erick All Jr.,TE,CIN,12.0,357,358,834,123.0,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
gould_WR_IND,Anthony Gould,WR,IND,14.0,535,536,835,89.5,,,,,,0.0,,,,,,,,,7.5,0.5,0.0,,,,
means_WR_NO,Bub Means,WR,NO,12.0,712,713,837,160.0,,,,,,0.0,,,,,,,,,13.0,1.0,0.0,,,,
palmer_WR_ARI,Tejhaun Palmer,WR,ARI,11.0,760,761,838,122.0,,,,,,,,,,,,,,,11.0,1.0,,,,,
bawden_RB_HOU,Nick Bawden,RB,HOU,,375,376,845,28.0,,,,,,4.0,,,,,,,,,3.0,0.0,16.0,,,0.0,
beck_RB_HOU,Andrew Beck,RB,HOU,,378,379,846,123.0,,,,,,1.0,,,,,,,,,13.5,2.0,10.0,,,3.0,
bradley_QB_LV,Carter Bradley,QB,LV,,397,398,849,,,0.0,1.0,,,0.0,,,106.0,,,,,,,,7.0,,,0.0,
byrd_WR_BUF,Damiere Byrd,WR,BUF,,421,422,853,61.0,,,,,,,,,,,,,,,4.0,,4.0,,,,
dulin_WR_IND,Ashton Dulin,WR,IND,,484,485,867,102.0,,,,,,,,,,,,,,,9.0,1.0,4.0,,,,
dwelley_TE_ATL,Ross Dwelley,TE,ATL,,488,489,868,83.5,,,,,,0.0,,,,,,,,,6.0,0.5,0.0,,,0.0,
estim_RB_DEN,Audric Estimé,RB,DEN,,494,495,871,66.0,,,,,,2.0,,,,,,,,,10.0,,238.0,,,2.0,
evans_RB_CIN,Chris Evans,RB,CIN,,496,497,872,32.5,,,,,,0.0,,,,,,,,,4.5,0.0,19.0,,,,
fortson_TE_MIA,Jody Fortson Jr.,TE,MIA,,517,518,878,95.0,,,,,,,,,,,,,,,9.0,1.0,,,,,
green_WR_DET,Antoine Green,WR,DET,,538,539,885,141.0,,,,,,,,,,,,,,,12.0,1.0,,,,,
hartman_QB_WSH,Sam Hartman,QB,WSH,,560,561,894,,,,1.0,,,,,,100.0,,,,,,,,7.0,,,,
haskins_RB_TEN,Hassan Haskins,RB,TEN,,562,563,895,41.0,,,,,,0.0,,,,,,,,,7.5,0.0,105.5,,,0.0,
hill_QB_NO,Taysom Hill,QB,NO,,578,579,901,,,0.0,0.0,,,6.0,,,38.0,,,,,,,,403.0,,,1.0,
johnson_WR_LAC,Cornelius Johnson,WR,LAC,,632,633,919,166.0,,,,,,,,,,,,,,,11.0,1.0,,,,,
kieft_TE_TB,Ko Kieft,TE,TB,,657,658,926,76.0,,,,,,0.0,,,,,,,,,7.0,1.0,0.0,,,,
milton_RB_PHI,Kendall Milton,RB,PHI,,724,725,940,25.0,,,,,,2.0,,,,,,,,,2.0,0.0,145.0,,,0.0,
philips_WR_TEN,Kyle Philips,WR,TEN,,777,778,955,30.0,,,,,,0.0,,,,,,,,,3.0,0.0,0.5,,,,
quitoriano_TE_HOU,Teagan Quitoriano,TE,HOU,,792,792,959,179.0,,,,,,,,,,,,,,,11.0,2.0,,,,0.0,
rosemyjacksaint_WR_WSH,Marcus Rosemy-Jacksaint,WR,WSH,,817,817,968,126.0,,,,,,,,,,,,,,,10.0,1.0,6.0,,,,
stephens_TE_DAL,John Stephens Jr.,TE,DAL,,877,877,985,41.0,,,,,,0.0,,,,,,,,,4.0,0.0,0.0,,,,
team_DST_WSH,Team,DST,WSH,,899,899,992,,,,,,28.5,,0.0,,,14.0,2.7,51.3,12.0,,,,,,,14.0,
tipton_WR_NO,Mason Tipton,WR,NO,,912,912,994,131.0,,,,,,,,,,,,,,,12.0,1.0,,,,,
turner_TE_WSH,Cole Turner,TE,WSH,,928,928,997,67.5,,,,,,0.0,,,,,,,,,6.0,0.5,0.0,,,0.0,
watson_RB_DEN,Blake Watson,RB,DEN,,954,954,1002,29.0,,,,,,1.0,,,,,,,,,4.0,,108.0,,,,
