key,name,pos,team,bye,std,half_ppr,ppr,kick_40_49,two_pts,receptions,df_fumbles,fumbles,pass_yds,df_points_allowed_per_game,df_tds,kick_extra_points,kick_0_19,rush_yds,reception_yds,pass_ints,df_safeties,kick_20_29,reception_tds,kick_50,pass_tds,df_sacks,kick_30_39,rush_tds,df_ints
robinson_RB_ATL,Bijan Robinson,RB,ATL,11.0,1,1,1,,,77.5,,2.0,,,,,,1436.5,753.0,,,,3.5,,,,,9.5,
gibbs_RB_DET,Jahmyr Gibbs,RB,DET,6.0,2,2,2,,,70.5,,1.0,,,,,,1337.0,585.0,,,,4.0,,,,,14.5,
chase_WR_CIN,Ja'Marr Chase,WR,CIN,6.0,3,3,3,,,123.5,,1.0,,,,,,20.0,1526.5,,,,10.5,,,,,0.0,
nacua_WR_LAR,Puka Nacua,WR,LAR,11.0,4,4,4,,,125.5,,1.0,,,,,,107.5,1644.5,,,,9.5,,,,,1.5,
smithnjigba_WR_SEA,Jaxon Smith-Njigba,WR,SEA,11.0,5,5,5,,,119.5,,1.0,,,,,,30.5,1667.0,,,,10.5,,,,,0.0,
mccaffrey_RB_SF,Christian McCaffrey,RB,SF,8.0,7,6,6,,,74.0,,1.0,,,,,,1043.5,657.0,,,,5.0,,,,,9.0,
taylor_RB_IND,Jonathan Taylor,RB,IND,13.0,6,7,7,,,47.5,,2.0,,,,,,1545.5,346.0,,,,1.5,,,,,13.5,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,6.0,8,8,8,,,116.0,,0.0,,,,,,10.5,1397.5,,,,10.5,,,,,0.0,
jeanty_RB_LV,Ashton Jeanty,RB,LV,13.0,12,12,9,,,60.0,,1.0,,,,,,1093.5,417.5,,,,4.0,,,,,8.5,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,14.0,9,11,10,,,103.0,,0.0,,,,,,19.0,1359.5,,,,7.5,,,,,0.0,
cook_RB_BUF,James Cook III,RB,BUF,7.0,11,10,11,,,34.0,,3.0,,,,,,1416.0,284.5,,,,2.0,,,,,10.0,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,6.0,10,9,12,,,100.5,,0.0,,,,,,8.5,1308.0,,,,6.5,,,,,0.0,
achane_RB_MIA,De'Von Achane,RB,MIA,6.0,14,13,13,,,70.5,,1.0,,,,,,1221.5,531.5,,,,4.5,,,,,6.0,
barkley_RB_PHI,Saquon Barkley,RB,PHI,10.0,13,14,14,,,41.5,,1.0,,,,,,1347.0,341.0,,,,2.0,,,,,8.0,
brown_RB_CIN,Chase Brown,RB,CIN,6.0,18,19,15,,,68.0,,1.0,,,,,,1024.5,451.5,,,,4.0,,,,,8.0,
hampton_RB_LAC,Omarion Hampton,RB,LAC,7.0,15,15,16,,,51.5,,1.0,,,,,,1045.0,346.0,,,,2.0,,,,,10.5,
walker_RB_KC,Kenneth Walker III,RB,KC,5.0,16,18,17,,,46.5,,1.0,,,,,,1150.0,358.5,,,,1.0,,,,,8.0,
london_WR_ATL,Drake London,WR,ATL,11.0,19,20,18,,,103.0,,1.0,,,,,,0.0,1340.0,,,,10.0,,,,,0.0,
bowers_TE_LV,Brock Bowers,TE,LV,13.0,20,16,19,,,93.0,,0.0,,,,,,16.0,992.5,,,,8.0,,,,,0.0,
mcbride_TE_ARI,Trey McBride,TE,ARI,14.0,26,17,20,,,113.5,,0.0,,,,,,0.0,1074.5,,,,7.0,,,,,0.0,
henry_RB_BAL,Derrick Henry,RB,BAL,13.0,17,21,21,,,18.5,,2.0,,,,,,1566.0,185.5,,,,1.0,,,,,14.0,
love_RB_ARI,Jeremiyah Love,RB,ARI,14.0,21,24,22,,,53.5,,3.0,,,,,,1076.5,420.5,,,,2.0,,,,,7.5,
collins_WR_HOU,Nico Collins,WR,HOU,8.0,23,23,23,,,84.5,,1.0,,,,,,12.5,1227.0,,,,7.5,,,,,0.5,
pickens_WR_DAL,George Pickens,WR,DAL,14.0,22,25,24,,,87.0,,0.0,,,,,,-0.5,1253.5,,,,9.0,,,,,0.0,
rice_WR_KC,Rashee Rice,WR,KC,5.0,30,30,25,,,100.0,,0.0,,,,,,38.5,1088.0,,,,11.0,,,,,1.5,
brown_WR_NE,A.J. Brown,WR,NE,11.0,24,28,26,,,86.0,,,,,,,,0.0,1215.0,,,,7.0,,,,,0.0,
olave_WR_NO,Chris Olave,WR,NO,8.0,29,27,27,,,94.0,,0.0,,,,,,0.0,1199.5,,,,8.0,,,,,0.0,
hall_RB_NYJ,Breece Hall,RB,NYJ,13.0,27,31,28,,,47.5,,2.0,,,,,,1156.5,415.0,,,,2.5,,,,,7.5,
allen_QB_BUF,Josh Allen,QB,BUF,7.0,31,22,29,,,,,4.0,3825.0,,,,,594.0,,12.5,,,,,28.0,,,11.5,
nabers_WR_NYG,Malik Nabers,WR,NYG,8.0,25,26,30,,,73.0,,0.0,,,,,,10.5,974.5,,,,8.5,,,,,0.0,
etienne_RB_NO,Travis Etienne Jr.,RB,NO,8.0,28,32,31,,,46.0,,1.0,,,,,,1053.0,367.0,,,,3.5,,,,,5.5,
williams_RB_LAR,Kyren Williams,RB,LAR,11.0,33,29,32,,,33.0,,2.0,,,,,,1123.5,237.0,,,,2.5,,,,,10.5,
jacobs_RB_GB,Josh Jacobs,RB,GB,11.0,38,36,33,,,36.0,,1.0,,,,,,1164.0,287.5,,,,1.5,,,,,13.0,
smith_WR_PHI,DeVonta Smith,WR,PHI,10.0,32,37,34,,,90.0,,0.0,,,,,,0.0,1139.0,,,,6.0,,,,,0.0,
flowers_WR_BAL,Zay Flowers,WR,BAL,13.0,36,40,35,,,83.5,,2.0,,,,,,58.5,1192.0,,,,7.0,,,,,0.5,
williams_RB_DAL,Javonte Williams,RB,DAL,14.0,35,33,36,,,33.0,,2.0,,,,,,1173.5,180.0,,,,1.5,,,,,10.5,
higgins_WR_CIN,Tee Higgins,WR,CIN,6.0,34,35,37,,,73.5,,0.0,,,,,,0.0,992.5,,,,9.5,,,,,0.0,
wilson_WR_NYJ,Garrett Wilson,WR,NYJ,13.0,39,43,38,,,96.0,,1.0,,,,,,6.5,1082.0,,,,7.0,,,,,0.0,
mcmillan_WR_CAR,Tetairoa McMillan,WR,CAR,5.0,37,39,39,,,78.0,,1.0,,,,,,0.0,1126.5,,,,6.5,,,,,0.0,
mcconkey_WR_LAC,Ladd McConkey,WR,LAC,7.0,41,44,40,,,77.5,,0.0,,,,,,0.0,987.0,,,,6.5,,,,,0.0,
egbuka_WR_TB,Emeka Egbuka,WR,TB,10.0,40,38,41,,,69.5,,0.0,,,,,,11.0,1098.5,,,,7.5,,,,,0.0,
skattebo_RB_NYG,Cam Skattebo,RB,NYG,8.0,43,41,42,,,45.5,,2.0,,,,,,1000.0,363.5,,,,3.0,,,,,8.0,
loveland_TE_CHI,Colston Loveland,TE,CHI,10.0,45,34,43,,,80.5,,0.0,,,,,,0.0,948.5,,,,7.0,,,,,0.0,
burden_WR_CHI,Luther Burden III,WR,CHI,10.0,42,48,44,,,73.5,,0.0,,,,,,41.0,972.5,,,,5.5,,,,,0.0,
adams_WR_LAR,Davante Adams,WR,LAR,11.0,52,53,45,,,68.0,,0.0,,,,,,0.0,933.5,,,,10.5,,,,,0.0,
montgomery_RB_HOU,David Montgomery,RB,HOU,8.0,49,49,46,,,28.5,,1.0,,,,,,920.0,215.5,,,,0.5,,,,,7.5,
irving_RB_TB,Bucky Irving,RB,TB,10.0,51,51,47,,,41.5,,1.0,,,,,,1042.5,356.5,,,,2.5,,,,,6.0,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,7.0,46,56,48,,,75.0,,0.0,,,,,,0.5,1005.0,,,,8.5,,,,,0.0,
williams_WR_DET,Jameson Williams,WR,DET,6.0,47,57,49,,,63.5,,0.0,,,,,,42.0,1054.0,,,,6.5,,,,,1.0,
waddle_WR_DEN,Jaylen Waddle,WR,DEN,10.0,50,58,50,,,76.0,,0.0,,,,,,18.5,983.0,,,,6.0,,,,,0.0,
henderson_RB_NE,TreVeyon Henderson,RB,NE,11.0,48,52,51,,,38.0,,1.0,,,,,,879.5,248.5,,,,1.5,,,,,7.0,
swift_RB_CHI,D'Andre Swift,RB,CHI,10.0,53,60,52,,,32.5,,1.0,,,,,,1055.5,291.5,,,,1.0,,,,,8.5,
jackson_QB_BAL,Lamar Jackson,QB,BAL,13.0,57,42,53,,,,,4.0,3617.0,,,,,636.5,,10.0,,,,,29.5,,,3.5,
moore_WR_BUF,DJ Moore,WR,BUF,7.0,54,45,54,,,68.0,,1.0,,,,,,58.5,871.0,,,,7.5,,,,,0.5,
judkins_RB_CLE,Quinshon Judkins,RB,CLE,11.0,55,46,55,,,32.0,,1.0,,,,,,1106.0,225.0,,,,0.5,,,,,8.5,
watson_WR_GB,Christian Watson,WR,GB,11.0,60,67,56,,,51.5,,0.0,,,,,,12.0,861.5,,,,7.5,,,,,0.0,
evans_WR_SF,Mike Evans,WR,SF,8.0,44,54,57,,,63.0,,0.0,,,,,,0.0,905.0,,,,6.5,,,,,0.0,
odunze_WR_CHI,Rome Odunze,WR,CHI,10.0,56,62,58,,,62.5,,0.0,,,,,,2.0,997.0,,,,8.5,,,,,0.0,
burrow_QB_CIN,Joe Burrow,QB,CIN,6.0,63,47,59,,,,,1.0,4184.0,,,,,177.0,,12.5,,,,,33.5,,,1.5,
price_RB_SEA,Jadarian Price,RB,SEA,11.0,58,55,60,,,24.0,,3.0,,,,,,944.0,221.5,,,,1.0,,,,,8.0,
tuten_RB_JAX,Bhayshul Tuten,RB,JAX,7.0,61,63,61,,,25.0,,3.0,,,,,,960.5,188.5,,,,2.0,,,,,9.0,
tate_WR_TEN,Carnell Tate,WR,TEN,9.0,59,68,62,,,66.0,,2.0,,,,,,4.5,897.0,,,,4.5,,,,,0.0,
warren_TE_IND,Tyler Warren,TE,IND,13.0,65,50,63,,,85.5,,0.0,,,,,,14.0,888.5,,,,5.5,,,,,0.0,
maye_QB_NE,Drake Maye,QB,NE,11.0,72,59,64,,,,,6.0,4026.5,,,,,541.0,,11.0,,,,,27.5,,,4.0,
daniels_QB_WSH,Jayden Daniels,QB,WSH,7.0,66,61,65,,,,,2.0,3659.5,,,,,707.5,,11.0,,,,,24.5,,,5.0,
harrison_WR_ARI,Marvin Harrison Jr.,WR,ARI,14.0,67,72,66,,,69.0,,0.0,,,,,,0.0,952.5,,,,6.0,,,,,0.0,
hubbard_RB_CAR,Chuba Hubbard,RB,CAR,5.0,68,71,67,,,39.0,,2.0,,,,,,887.5,273.5,,,,2.5,,,,,5.0,
williams_QB_CHI,Caleb Williams,QB,CHI,10.0,69,64,68,,,,,2.0,3783.0,,,,,401.0,,10.0,,,,,29.0,,,2.0,
tyson_WR_NO,Jordyn Tyson,WR,NO,8.0,62,75,69,,,64.0,,2.0,,,,,,5.0,893.5,,,,4.5,,,,,0.0,
hurts_QB_PHI,Jalen Hurts,QB,PHI,10.0,70,65,70,,,,,4.0,3575.0,,,,,463.5,,7.5,,,,,25.0,,,8.5,
metcalf_WR_PIT,DK Metcalf,WR,PIT,9.0,76,84,71,,,63.0,,0.0,,,,,,5.0,920.5,,,,6.0,,,,,0.5,
washington_WR_JAX,Parker Washington,WR,JAX,7.0,71,80,72,,,62.5,,0.0,,,,,,20.5,882.5,,,,6.0,,,,,0.0,
warren_RB_PIT,Jaylen Warren,RB,PIT,9.0,77,82,73,,,43.0,,1.0,,,,,,812.5,319.0,,,,1.5,,,,,5.0,
thomas_WR_JAX,Brian Thomas Jr.,WR,JAX,7.0,64,70,74,,,55.5,,0.0,,,,,,27.0,849.5,,,,5.5,,,,,0.5,
pierce_WR_IND,Alec Pierce,WR,IND,13.0,73,77,75,,,63.0,,0.0,,,,,,0.0,1065.5,,,,7.0,,,,,0.0,
stevenson_RB_NE,Rhamondre Stevenson,RB,NE,11.0,75,74,76,,,36.5,,3.0,,,,,,753.0,323.0,,,,2.0,,,,,7.0,
herbert_QB_LAC,Justin Herbert,QB,LAC,7.0,82,83,77,,,,,2.0,3774.0,,,,,544.0,,13.0,,,,,28.0,,,2.0,
harvey_RB_DEN,RJ Harvey,RB,DEN,10.0,84,76,78,,,48.0,,1.0,,,,,,506.5,353.5,,,,4.0,,,,,5.0,
sutton_WR_DEN,Courtland Sutton,WR,DEN,10.0,80,85,79,,,72.5,,0.0,,,,,,0.0,931.0,,,,8.0,,,,,0.0,
prescott_QB_DAL,Dak Prescott,QB,DAL,14.0,79,69,80,,,,,2.0,4444.0,,,,,174.0,,12.0,,,,,33.0,,,2.0,
pollard_RB_TEN,Tony Pollard,RB,TEN,9.0,78,86,81,,,31.0,,3.0,,,,,,1055.0,191.5,,,,0.0,,,,,6.5,
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,7.0,86,81,82,,,,,3.0,3803.0,,,,,327.0,,15.0,,,,,30.0,,,6.0,
lemon_WR_PHI,Makai Lemon,WR,PHI,10.0,74,91,83,,,58.5,,2.0,,,,,,7.0,820.5,,,,4.5,,,,,0.0,
fannin_TE_CLE,Harold Fannin Jr.,TE,CLE,11.0,95,66,84,,,79.0,,1.0,,,,,,21.0,822.0,,,,5.5,,,,,0.0,
dart_QB_NYG,Jaxson Dart,QB,NYG,8.0,93,87,85,,,,,2.0,3604.5,,,,,542.0,,12.0,,,,,23.5,,,7.0,
kraft_TE_GB,Tucker Kraft,TE,GB,11.0,81,73,86,,,55.0,,0.0,,,,,,,811.0,,,,10.0,,,,,,
dowdle_RB_PIT,Rico Dowdle,RB,PIT,9.0,87,88,87,,,33.5,,1.0,,,,,,949.0,239.0,,,,1.5,,,,,6.5,
wilson_WR_ARI,Michael Wilson,WR,ARI,14.0,91,92,88,,,67.0,,0.0,,,,,,1.0,805.5,,,,4.5,,,,,0.0,
godwin_WR_TB,Chris Godwin Jr.,WR,TB,10.0,88,93,89,,,67.5,,0.0,,,,,,0.5,772.0,,,,5.5,,,,,0.0,
monangai_RB_CHI,Kyle Monangai,RB,CHI,10.0,92,89,90,,,24.5,,1.0,,,,,,838.5,207.5,,,,0.5,,,,,5.5,
mahomes_QB_KC,Patrick Mahomes II,QB,KC,5.0,89,90,91,,,,,1.0,3671.0,,,,,436.0,,12.0,,,,,29.0,,,4.0,
gainwell_RB_TB,Kenneth Gainwell,RB,TB,10.0,108,104,92,,,56.0,,1.0,,,,,,508.0,391.0,,,,2.5,,,,,4.0,
stafford_QB_LAR,Matthew Stafford,QB,LAR,11.0,105,94,93,,,,,2.0,4046.0,,,,,38.0,,7.0,,,,,34.0,,,0.0,
laporta_TE_DET,Sam LaPorta,TE,DET,6.0,96,78,94,,,75.0,,0.0,,,,,,0.0,847.0,,,,5.5,,,,,0.0,
johnston_WR_LAC,Quentin Johnston,WR,LAC,7.0,90,109,95,,,58.0,,1.0,,,,,,8.0,787.0,,,,9.0,,,,,0.0,
purdy_QB_SF,Brock Purdy,QB,SF,8.0,97,95,96,,,,,5.0,4114.0,,,,,349.0,,16.0,,,,,29.0,,,5.0,
pitts_TE_ATL,Kyle Pitts Sr.,TE,ATL,11.0,104,79,97,,,81.0,,0.0,,,,,,0.0,896.0,,,,5.0,,,,,0.0,
reed_WR_GB,Jayden Reed,WR,GB,11.0,83,98,98,,,60.0,,0.0,,,,,,127.0,728.0,,,,5.0,,,,,0.0,
meyers_WR_JAX,Jakobi Meyers,WR,JAX,7.0,99,105,99,,,73.0,,1.0,,,,,,25.0,830.5,,,,5.5,,,,,0.0,
pearsall_WR_SF,Ricky Pearsall,WR,SF,8.0,100,110,100,,,60.5,,0.0,,,,,,21.0,837.5,,,,3.5,,,,,0.0,
pittman_WR_PIT,Michael Pittman Jr.,WR,PIT,9.0,106,107,101,,,82.5,,0.0,,,,,,0.0,772.0,,,,5.0,,,,,0.0,
addison_WR_MIN,Jordan Addison,WR,MIN,6.0,85,103,102,,,50.0,,0.0,,,,,,78.0,733.0,,,,6.0,,,,,1.0,
corum_RB_LAR,Blake Corum,RB,LAR,11.0,94,97,103,,,6.0,,1.0,,,,,,822.0,35.0,,,,0.0,,,,,5.0,
goff_QB_DET,Jared Goff,QB,DET,6.0,107,101,104,,,,,4.0,4220.5,,,,,46.5,,10.0,,,,,31.5,,,0.5,
downs_WR_IND,Josh Downs,WR,IND,13.0,98,113,105,,,77.0,,1.0,,,,,,6.5,715.5,,,,4.5,,,,,0.0,
nix_QB_DEN,Bo Nix,QB,DEN,10.0,102,99,106,,,,,1.0,3514.0,,,,,306.0,,10.0,,,,,27.0,,,3.0,
dobbins_RB_DEN,J.K. Dobbins,RB,DEN,10.0,103,100,107,,,19.5,,1.0,,,,,,1046.0,96.0,,,,0.5,,,,,6.5,
murray_QB_MIN,Kyler Murray,QB,MIN,6.0,109,108,108,,,,,4.0,3371.5,,,,,467.0,,15.5,,,,,23.0,,,3.5,
love_QB_GB,Jordan Love,QB,GB,11.0,111,115,109,,,,,2.0,3672.0,,,,,186.0,,10.0,,,,,29.0,,,0.0,
shough_QB_NO,Tyler Shough,QB,NO,8.0,115,116,110,,,,,4.0,3941.5,,,,,305.0,,12.0,,,,,22.0,,,4.0,
robinson_WR_TEN,Wan'Dale Robinson,WR,TEN,9.0,118,106,111,,,84.0,,0.0,,,,,,14.0,826.0,,,,3.0,,,,,0.0,
mayfield_QB_TB,Baker Mayfield,QB,TB,10.0,116,117,112,,,,,3.0,3885.5,,,,,360.0,,13.5,,,,,27.5,,,1.5,
worthy_WR_KC,Xavier Worthy,WR,KC,5.0,101,121,113,,,53.0,,0.0,,,,,,146.0,641.0,,,,4.0,,,,,1.0,
doubs_WR_NE,Romeo Doubs,WR,NE,11.0,114,125,114,,,56.0,,0.0,,,,,,0.0,711.0,,,,5.0,,,,,0.0,
white_RB_WSH,Rachaad White,RB,WSH,7.0,123,119,115,,,36.5,,1.0,,,,,,638.0,235.0,,,,1.5,,,,,5.5,
brooks_RB_CAR,Jonathon Brooks,RB,CAR,5.0,112,124,116,,,18.0,,2.0,,,,,,612.0,154.0,,,,1.0,,,,,4.0,
golden_WR_GB,Matthew Golden,WR,GB,11.0,110,126,117,,,55.5,,0.0,,,,,,41.0,746.5,,,,4.0,,,,,0.0,
rodriguez_RB_JAX,Chris Rodriguez Jr.,RB,JAX,7.0,113,129,118,,,2.0,,1.0,,,,,,671.0,22.0,,,,0.0,,,,,7.0,
kelce_TE_KC,Travis Kelce,TE,KC,5.0,122,102,119,,,76.0,,0.0,,,,,,0.0,789.5,,,,5.0,,,,,0.0,
kittle_TE_SF,George Kittle,TE,SF,8.0,120,96,120,,,81.0,,0.0,,,,,,,940.0,,,,8.0,,,,,,
shakir_WR_BUF,Khalil Shakir,WR,BUF,7.0,128,132,121,,,75.0,,1.0,,,,,,4.0,713.0,,,,5.0,,,,,0.0,
higgins_WR_HOU,Jayden Higgins,WR,HOU,8.0,125,135,122,,,44.0,,0.0,,,,,,0.0,551.0,,,,6.0,,,,,0.0,
croskeymerritt_RB_WSH,Jacory Croskey-Merritt,RB,WSH,7.0,119,128,123,,,10.0,,2.0,,,,,,859.0,74.0,,,,0.0,,,,,8.0,
kincaid_TE_BUF,Dalton Kincaid,TE,BUF,7.0,129,111,124,,,59.0,,0.0,,,,,,0.0,729.0,,,,5.5,,,,,0.0,
mason_RB_MIN,Jordan Mason,RB,MIN,6.0,124,118,125,,,18.0,,1.0,,,,,,904.0,82.0,,,,0.0,,,,,7.0,
jones_RB_MIN,Aaron Jones Sr.,RB,MIN,6.0,121,122,126,,,43.0,,2.0,,,,,,722.0,321.0,,,,2.0,,,,,3.5,
concepcion_WR_CLE,KC Concepcion,WR,CLE,11.0,117,127,127,,,55.5,,2.0,,,,,,22.5,707.0,,,,3.0,,,,,0.0,
ferguson_TE_DAL,Jake Ferguson,TE,DAL,14.0,126,112,128,,,78.0,,2.0,,,,,,,637.0,,,,7.0,,,,,,
willis_QB_MIA,Malik Willis,QB,MIA,6.0,131,131,129,,,,,6.0,3341.0,,,,,633.0,,14.0,,,,,19.0,,,4.0,
likely_TE_NYG,Isaiah Likely,TE,NYG,8.0,132,114,130,,,69.0,,2.0,,,,,,,901.0,,,,7.0,,,,,,
coker_WR_CAR,Jalen Coker,WR,CAR,5.0,133,140,131,,,53.0,,1.0,,,,,,0.0,677.0,,,,5.0,,,,,0.0,
goedert_TE_PHI,Dallas Goedert,TE,PHI,10.0,135,120,132,,,68.0,,0.0,,,,,,,716.0,,,,11.0,,,,,,
tracy_RB_NYG,Tyrone Tracy Jr.,RB,NYG,8.0,130,130,133,,,24.0,,1.0,,,,,,514.0,183.0,,,,1.5,,,,,2.0,
stroud_QB_HOU,C.J. Stroud,QB,HOU,8.0,140,137,134,,,,,3.0,3935.0,,,,,249.0,,12.0,,,,,28.0,,,1.0,
ward_QB_TEN,Cam Ward,QB,TEN,9.0,134,141,135,,,,,6.0,3156.0,,,,,154.0,,9.0,,,,,22.0,,,3.0,
darnold_QB_SEA,Sam Darnold,QB,SEA,11.0,138,136,136,,,,,6.0,4096.0,,,,,144.0,,13.0,,,,,31.0,,,0.0,
andrews_TE_BAL,Mark Andrews,TE,BAL,13.0,127,123,137,,,57.0,,0.0,,,,,,35.0,588.0,,,,8.0,,,,,1.0,
gadsden_TE_LAC,Oronde Gadsden II,TE,LAC,7.0,141,133,138,,,49.0,,1.0,,,,,,,689.0,,,,3.0,,,,,,
texans_DST_HOU,Texans,DST,HOU,8.0,969,969,139,,,,14.0,14.0,,18.8,3.3,,,,,,1.0,,,,,57.2,,,16.0
jones_QB_IND,Daniel Jones,QB,IND,13.0,142,144,140,,,,,3.0,3853.5,,,,,239.5,,11.5,,,,,25.5,,,5.0,
marks_RB_HOU,Woody Marks,RB,HOU,8.0,143,138,141,,,21.0,,1.0,,,,,,560.0,178.0,,,,3.0,,,,,3.0,
young_QB_CAR,Bryce Young,QB,CAR,5.0,152,152,142,,,,,2.0,3110.0,,,,,266.0,,16.0,,,,,22.0,,,3.0,
johnson_TE_NO,Juwan Johnson,TE,NO,8.0,154,139,143,,,67.0,,2.0,,,,,,0.0,751.5,,,,3.5,,,,,0.0,
allgeier_RB_ARI,Tyler Allgeier,RB,ARI,14.0,156,146,144,,,16.0,,1.0,,,,,,470.0,91.0,,,,0.0,,,,,6.0,
jennings_WR_MIN,Jauan Jennings,WR,MIN,6.0,145,153,145,,,48.5,,1.0,,,,,,0.0,556.5,,,,5.0,,,,,0.0,
shaheed_WR_SEA,Rashid Shaheed,WR,SEA,11.0,136,148,146,,,49.0,,1.0,,,,,,91.0,746.0,,,,3.0,,,,,0.0,
mcmillan_WR_TB,Jalen McMillan,WR,TB,10.0,148,157,147,,,46.0,,0.0,,,,,,29.0,624.0,,,,5.0,,,,,0.0,
pacheco_RB_DET,Isiah Pacheco,RB,DET,6.0,146,143,148,,,26.0,,1.0,,,,,,615.0,155.0,,,,1.0,,,,,3.0,
mitchell_RB_LAC,Keaton Mitchell,RB,LAC,7.0,137,154,149,,,11.0,,1.0,,,,,,497.0,72.0,,,,0.0,,,,,2.0,
sadiq_TE_NYJ,Kenyon Sadiq,TE,NYJ,13.0,151,134,150,,,57.0,,1.0,,,,,,0.0,609.0,,,,5.0,,,,,0.0,
strange_TE_JAX,Brenton Strange,TE,JAX,7.0,153,147,151,,,64.5,,0.0,,,,,,0.0,701.5,,,,4.5,,,,,0.0,
okonkwo_TE_WSH,Chig Okonkwo,TE,WSH,7.0,149,142,152,,,51.0,,0.0,,,,,,,597.0,,,,3.0,,,,,,
spears_RB_TEN,Tyjae Spears,RB,TEN,9.0,159,156,153,,,48.0,,1.0,,,,,,363.0,309.0,,,,0.0,,,,,4.0,
sampson_RB_CLE,Dylan Sampson,RB,CLE,11.0,164,160,154,,,38.0,,2.0,,,,,,289.0,331.0,,,,3.0,,,,,2.0,
seahawks_DST_SEA,Seahawks,DST,SEA,11.0,917,917,155,,,,12.0,12.0,,17.4,4.0,,,,,,0.0,,,,,50.4,,,14.0
coleman_RB_DEN,Jonah Coleman,RB,DEN,10.0,144,151,156,,,3.0,,0.0,,,,,,134.0,23.0,,,,0.0,,,,,1.0,
henry_TE_NE,Hunter Henry,TE,NE,11.0,147,150,157,,,57.0,,0.0,,,,,,0.0,656.0,,,,5.5,,,,,0.0,
broncos_DST_DEN,Broncos,DST,DEN,10.0,464,465,158,,,,10.0,10.0,,18.3,2.9,,,,,,0.0,,,,,72.6,,,15.0
tucker_WR_LV,Tre Tucker,WR,LV,13.0,155,176,159,,,50.0,,0.0,,,,,,53.0,633.0,,,,4.0,,,,,0.0,
cooper_WR_NYJ,Omar Cooper Jr.,WR,NYJ,13.0,139,155,160,,,53.0,,2.0,,,,,,13.0,623.0,,,,4.0,,,,,0.0,
nailor_WR_LV,Jalen Nailor,WR,LV,13.0,150,158,161,,,42.0,,0.0,,,,,,8.5,566.0,,,,4.5,,,,,0.0,
hockenson_TE_MIN,T.J. Hockenson,TE,MIN,6.0,160,149,162,,,54.0,,0.0,,,,,,,514.0,,,,4.0,,,,,,
rodgers_QB_PIT,Aaron Rodgers,QB,PIT,9.0,165,166,163,,,,,2.0,3417.5,,,,,83.0,,10.0,,,,,21.5,,,1.0,
boston_WR_CLE,Denzel Boston,WR,CLE,11.0,158,161,164,,,50.5,,1.0,,,,,,5.0,633.0,,,,3.0,,,,,0.0,
wilson_RB_SEA,Emanuel Wilson,RB,SEA,11.0,188,175,165,,,10.5,,1.0,,,,,,349.0,72.5,,,,0.0,,,,,2.0,
brissett_QB_ARI,Jacoby Brissett,QB,ARI,14.0,189,164,167,,,,,6.0,3567.0,,,,,233.5,,10.5,,,,,20.0,,,1.5,
johnson_RB_KC,Emmett Johnson,RB,KC,5.0,179,172,168,,,2.0,,0.0,,,,,,126.0,23.0,,,,0.0,,,,,1.0,
rams_DST_LAR,Rams,DST,LAR,11.0,863,863,169,,,,12.0,12.0,,20.2,2.9,,,,,,0.0,,,,,51.4,,,15.0
mendoza_QB_LV,Fernando Mendoza,QB,LV,13.0,163,163,170,,,,,2.0,2630.0,,,,,238.0,,16.0,,,,,19.0,,,1.0,
charbonnet_RB_SEA,Zach Charbonnet,RB,SEA,11.0,161,145,171,,,20.0,,1.0,,,,,,504.0,160.0,,,,0.0,,,,,7.0,
smith_QB_NYJ,Geno Smith,QB,NYJ,13.0,176,171,172,,,,,1.0,3375.0,,,,,236.0,,15.0,,,,,22.5,,,1.0,
schultz_TE_HOU,Dalton Schultz,TE,HOU,8.0,167,162,173,,,71.0,,0.0,,,,,,,689.0,,,,4.0,,,,,,
williams_WR_WSH,Antonio Williams,WR,WSH,7.0,157,168,174,,,44.5,,2.0,,,,,,18.5,599.5,,,,3.5,,,,,0.0,
jeudy_WR_CLE,Jerry Jeudy,WR,CLE,11.0,182,174,175,,,58.0,,1.0,,,,,,4.0,783.0,,,,3.0,,,,,0.0,
barner_TE_SEA,AJ Barner,TE,SEA,11.0,168,178,178,,,46.0,,0.0,,,,,,18.0,450.5,,,,5.5,,,,,0.0,
teslaa_WR_DET,Isaac TeSlaa,WR,DET,6.0,166,182,181,,,27.0,,0.0,,,,,,0.0,403.0,,,,5.0,,,,,0.0,
browns_DST_CLE,Browns,DST,CLE,11.0,476,477,182,,,,9.0,9.0,,22.4,2.2,,,,,,0.0,,,,,47.1,,,12.0
bigsby_RB_PHI,Tank Bigsby,RB,PHI,10.0,169,177,183,,,3.0,,0.0,,,,,,466.0,30.0,,,,0.0,,,,,3.0,
allen_RB_WSH,Kaytron Allen,RB,WSH,7.0,190,187,184,,,2.0,,0.0,,,,,,171.0,22.0,,,,0.0,,,,,1.0,
vikings_DST_MIN,Vikings,DST,MIN,6.0,998,998,185,,,,12.5,12.5,,22.4,2.6,,,,,,0.0,,,,,49.6,,,12.0
