key,name,pos,team,bye,adp,rush_yds,kick_50,df_ints,fumbles,df_safeties,reception_yds,receptions,pass_yds,kick_40_49,kick_30_39,df_points_allowed_per_game,reception_tds,kick_0_19,df_tds,df_fumbles,rush_tds,pass_ints,df_sacks,kick_extra_points,kick_20_29,pass_tds,two_pts
smith_WR_NO,Tre'Quan Smith,WR,NO,9.0,185.3,6.2,,,0.0,,434.0,32.2,,,,,3.6,,,,0.0,0.0,,,,,
goodwin_WR_SF,Marquise Goodwin,WR,SF,4.0,186.0,16.1,,,0.0,,649.7,42.0,,,,,4.3,,,,0.0,0.0,,,,,
foles_QB_JAC,Nick Foles,QB,JAC,10.0,186.7,37.0,,,1.0,,,,4080.0,,,,,,,,1.0,14.0,,,,21.0,
darnold_QB_NYJ,Sam Darnold,QB,NYJ,4.0,187.0,189.8,,,1.7,,,,3650.0,,,,,,,,1.8,16.7,,,,23.2,0.8
patriots_DST_NE,Patriots,DST,NE,10.0,187.8,,,15.5,10.2,0.3,,,,,,19.2,,,2.3,10.2,,,35.8,,,,
mattison_RB_MIN,Alexander Mattison,RB,MIN,12.0,189.0,352.5,,,1.2,,114.1,14.0,,,,,0.5,,,,2.6,,,,,,0.0
thompson_RB_KC,Darwin Thompson,RB,KC,12.0,190.0,173.0,,,1.0,,169.5,16.5,,,,,1.0,,,,1.5,,,,,,
richard_RB_OAK,Jalen Richard,RB,OAK,6.0,191.3,253.2,,,2.5,,410.1,47.3,,,,,1.1,,,,1.2,,,,,,
vinatieri_K_IND,Adam Vinatieri,K,IND,6.0,191.8,,2.0,,,,,,,7.7,7.8,,,0.2,,,,,,40.5,7.6,,
chiefs_DST_KC,Chiefs,DST,KC,12.0,192.0,,,14.0,11.4,0.3,,,,,,22.2,,,2.3,11.4,,,40.2,,,,
rosas_K_NYG,Aldrick Rosas,K,NYG,11.0,193.0,,1.6,,,,,,,7.9,9.3,,,0.2,,,,,,30.4,7.5,,
doyle_TE_IND,Jack Doyle,TE,IND,6.0,193.3,0.5,,,2.0,,540.0,58.5,,,,,3.9,,,,0.0,0.0,,,,,
eagles_DST_PHI,Eagles,DST,PHI,10.0,193.5,,,12.6,9.8,0.3,,,,,,20.5,,,1.9,9.8,,,40.6,,,,
wilson_WR_MIA,Albert Wilson,WR,MIA,5.0,194.0,45.1,,,0.5,,683.1,55.5,,,,,4.2,,,,0.1,0.0,,,,,
brown_RB_LAR,Malcolm Brown,RB,LAR,9.0,194.7,236.2,,,0.7,,41.3,6.0,,,,,0.4,,,,1.4,,,,,,
crosby_K_GB,Mason Crosby,K,GB,11.0,196.3,,2.0,,,,,,,9.1,8.4,,,0.3,,,,,,30.4,6.6,,
thomas_WR_NE,Demaryius Thomas,WR,NE,10.0,196.5,0.4,,,0.0,,382.9,31.1,,,,,2.4,,,,0.0,0.0,,,,,
haskins_QB_WAS,Dwayne Haskins,QB,WAS,10.0,197.3,97.4,,,0.8,,,,2260.1,,,,,,,,1.1,11.3,,,,11.9,0.9
sanu_WR_ATL,Mohamed Sanu,WR,ATL,9.0,197.7,34.5,,,0.5,,803.0,65.2,,,,,4.2,,,,0.1,0.0,,,,,
isabella_WR_ARI,Andy Isabella,WR,ARI,12.0,198.5,15.2,,,0.0,,434.2,35.3,,,,,2.6,,,,0.0,,,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,8.0,199.0,1.8,,,0.0,,574.1,41.1,,,,,3.9,,,,0.0,,,,,,
humphries_WR_TEN,Adam Humphries,WR,TEN,11.0,199.0,15.5,,,0.5,,608.8,57.4,,,,,3.1,,,,0.0,0.0,,,,,
samuel_WR_SF,Deebo Samuel,WR,SF,4.0,199.0,13.7,,,1.0,,502.4,37.4,,,,,2.8,,,,0.0,,,,,,
gould_K_SF,Robbie Gould,K,SF,4.0,199.0,,1.1,,,,,,,9.0,9.8,,,0.2,,,,,,37.6,7.7,,
brown_WR_BUF,John Brown,WR,BUF,6.0,200.0,3.5,,,0.0,,581.6,36.8,,,,,3.8,,,,0.0,0.0,,,,,
elliott_K_PHI,Jake Elliott,K,PHI,10.0,200.8,,1.3,,,,,,,8.4,7.8,,,0.2,,,,,,33.7,6.8,,
stills_WR_MIA,Kenny Stills,WR,MIA,5.0,201.5,1.0,,,1.0,,724.7,46.9,,,,,4.7,,,,0.0,0.0,,,,,
parker_WR_MIA,Devante Parker,WR,MIA,5.0,201.5,0.3,,,0.0,,616.7,46.2,,,,,3.2,,,,0.0,0.0,,,,,
tavecchio_K_ATL,Giorgio Tavecchio,K,ATL,9.0,202.8,,2.2,,,,,,,7.5,7.4,,,0.2,,,,,,34.5,7.1,,
crowder_WR_NYJ,Jamison Crowder,WR,NYJ,4.0,203.3,28.3,,,0.5,,640.9,52.9,,,,,3.8,,,,0.0,,,,,,
myers_K_SEA,Jason Myers,K,SEA,11.0,205.0,,1.8,,,,,,,7.5,8.3,,,0.3,,,,,,34.1,6.2,,
foster_WR_BUF,Robert Foster,WR,BUF,6.0,206.0,0.3,,,0.0,,587.0,36.4,,,,,3.7,,,,0.0,,,,,,
maher_K_DAL,Brett Maher,K,DAL,8.0,206.5,,2.2,,,,,,,7.4,8.1,,,0.1,,,,,,32.9,8.0,,
badgley_K_LAC,Michael Badgley,K,LAC,12.0,207.0,,1.4,,,,,,,9.5,8.5,,,0.4,,,,,,34.0,7.1,,
hamilton_WR_DEN,DaeSean Hamilton,WR,DEN,10.0,207.5,0.9,,,1.0,,662.3,60.6,,,,,4.2,,,,0.0,0.0,,,,,
mcmanus_K_DEN,Brandon McManus,K,DEN,10.0,208.0,,1.1,,,,,,,7.7,7.5,,,0.6,,,,,,27.8,6.3,,
brown_WR_TEN,A.J. Brown,WR,TEN,11.0,208.0,7.5,,,0.0,,536.2,40.9,,,,,3.1,,,,0.0,0.0,,,,,
fitzpatrick_QB_MIA,Ryan Fitzpatrick,QB,MIA,5.0,208.0,75.9,,,0.5,,,,906.4,,,,,,,,0.7,5.5,,,,5.6,0.9
thompson_RB_WAS,Chris Thompson,RB,WAS,10.0,208.3,305.6,,,1.1,,430.1,53.3,,,,,2.0,,,,1.5,,,,,,
cobb_WR_DAL,Randall Cobb,WR,DAL,8.0,210.3,15.3,,,0.5,,506.7,46.3,,,,,3.1,,,,0.0,0.0,,,,,
prater_K_DET,Matt Prater,K,DET,5.0,210.5,,1.8,,,,,,,8.1,9.6,,,0.4,,,,,,28.8,7.0,,
bernard_RB_CIN,Giovani Bernard,RB,CIN,9.0,210.7,260.7,,,1.0,,240.0,31.4,,,,,0.6,,,,2.1,,,,,,
seahawks_DST_SEA,Seahawks,DST,SEA,11.0,212.0,,,13.4,11.7,0.3,,,,,,22.1,,,2.2,11.7,,,36.2,,,,
steelers_DST_PIT,Steelers,DST,PIT,7.0,212.3,,,13.4,9.6,0.3,,,,,,21.2,,,2.0,9.6,,,44.7,,,,
edmonds_RB_ARI,Chase Edmonds,RB,ARI,12.0,213.0,245.8,,,0.7,,99.7,13.5,,,,,0.5,,,,1.8,,,,,,0.0
bills_DST_BUF,Bills,DST,BUF,6.0,213.3,,,16.5,11.1,0.3,,,,,,21.8,,,2.5,11.1,,,35.8,,,,
jones_WR_BUF,Zay Jones,WR,BUF,6.0,214.3,2.0,,,0.0,,569.6,43.4,,,,,5.1,,,,0.0,0.0,,,,,
colts_DST_IND,Colts,DST,IND,6.0,214.5,,,13.7,11.3,0.3,,,,,,21.3,,,2.0,11.3,,,41.9,,,,
edwards_RB_BAL,Gus Edwards,RB,BAL,8.0,215.0,532.0,,,0.5,,19.9,2.3,,,,,0.0,,,,2.9,,,,,,0.5
dalton_QB_CIN,Andy Dalton,QB,CIN,9.0,221.0,129.9,,,1.1,,,,3685.9,,,,,,,,0.7,14.6,,,,23.9,
boswell_K_PIT,Chris Boswell,K,PIT,7.0,221.0,,1.1,,,,,,,7.4,7.5,,,0.3,,,,,,38.2,6.8,,
eifert_TE_CIN,Tyler Eifert,TE,CIN,9.0,221.3,0.6,,,0.0,,472.8,40.3,,,,,3.6,,,,0.0,0.0,,,,,
mariota_QB_TEN,Marcus Mariota,QB,TEN,11.0,222.3,360.7,,,1.6,,,,3228.7,,,,,,,,2.6,12.2,,,,17.7,0.5
gesicki_TE_MIA,Mike Gesicki,TE,MIA,5.0,224.5,0.4,,,2.0,,378.1,35.8,,,,,2.0,,,,0.0,0.0,,,,,
witten_TE_DAL,Jason Witten,TE,DAL,8.0,224.7,0.4,,,1.0,,456.2,46.8,,,,,3.6,,,,0.0,0.0,,,,,
yeldon_RB_BUF,T.J. Yeldon,RB,BUF,6.0,225.0,186.1,,,0.6,,189.8,22.1,,,,,1.2,,,,0.9,,,,,,0.0
flacco_QB_DEN,Joe Flacco,QB,DEN,10.0,228.3,67.5,,,0.8,,,,3388.8,,,,,,,,0.7,12.0,,,,18.4,1.0
bailey_K_MIN,Dan Bailey,K,MIN,12.0,228.3,,0.9,,,,,,,7.4,9.4,,,0.3,,,,,,26.1,6.6,,
giants_DST_NYG,Giants,DST,NYG,11.0,230.0,,,14.2,8.5,0.3,,,,,,23.1,,,1.7,8.5,,,34.1,,,,
ginn_WR_NO,Ted Ginn,WR,NO,9.0,231.0,59.8,,,0.5,,659.4,45.6,,,,,4.1,,,,0.2,0.0,,,,,
mcguire_RB_NYJ,Elijah McGuire,RB,NYJ,4.0,231.0,200.2,,,0.8,,132.0,15.0,,,,,1.0,,,,1.5,,,,,,0.6
raiders_DST_OAK,Raiders,DST,OAK,6.0,232.0,,,13.6,7.9,0.2,,,,,,26.1,,,2.1,7.9,,,25.2,,,,
agholor_WR_PHI,Nelson Agholor,WR,PHI,10.0,234.0,26.9,,,0.5,,581.7,47.1,,,,,3.6,,,,0.0,0.0,,,,,
jackson_RB_LAC,Justin Jackson,RB,LAC,12.0,235.0,166.8,,,0.6,,79.8,9.1,,,,,0.2,,,,0.8,,,,,,0.0
ers_DST_SF,49ers,DST,SF,4.0,235.5,,,11.6,9.5,0.8,,,,,,24.3,,,2.0,9.5,,,41.2,,,,
anderson_RB_TB,Bruce Anderson,RB,TB,7.0,236.0,76.0,,,,,67.0,9.0,,,,,0.0,,,,0.0,,,,,,
quinn_WR_WAS,Trey Quinn,WR,WAS,10.0,236.5,22.4,,,0.0,,471.4,41.2,,,,,3.0,,,,0.1,0.0,,,,,
panthers_DST_CAR,Panthers,DST,CAR,7.0,237.3,,,13.1,11.8,0.3,,,,,,24.0,,,2.1,11.8,,,39.9,,,,
manning_QB_NYG,Eli Manning,QB,NYG,11.0,238.0,21.0,,,2.2,,,,3379.7,,,,,,,,0.9,10.4,,,,18.4,1.3
pollard_RB_DAL,Tony Pollard,RB,DAL,8.0,238.0,201.9,,,1.1,,97.8,11.7,,,,,0.4,,,,1.6,,,,,,0.0
doctson_WR_WAS,Josh Doctson,WR,WAS,10.0,239.0,0.4,,,0.0,,593.9,47.7,,,,,3.0,,,,0.0,0.0,,,,,
catanzaro_K_NYJ,Chandler Catanzaro,K,NYJ,4.0,241.0,,2.0,,,,,,,7.3,10.7,,,0.2,,,,,,32.3,7.2,,
watson_TE_NE,Benjamin Watson,TE,NE,10.0,241.5,0.5,,,0.0,,352.1,29.8,,,,,2.2,,,,0.0,0.0,,,,,
hauschka_K_BUF,Steven Hauschka,K,BUF,6.0,242.0,,1.8,,,,,,,7.5,7.9,,,0.1,,,,,,27.2,6.1,,
callaway_WR_CLE,Antonio Callaway,WR,CLE,7.0,243.0,3.2,,,2.0,,504.3,37.2,,,,,3.7,,0.1,,0.0,,,,,,
riddick_RB_DET,Theo Riddick,RB,DET,5.0,243.3,184.6,,,0.7,,280.1,40.1,,,,,1.0,,,,1.2,,,,,,
smith_TE_MIN,Irv Smith Jr.,TE,MIN,12.0,244.3,0.0,,,1.0,,220.5,21.5,,,,,2.0,,,,0.0,,,,,,
lee_WR_JAC,Marqise Lee,WR,JAC,10.0,244.7,17.0,,,1.0,,842.0,71.0,,,,,3.0,,,,0.0,,,,,,
robinson_WR_KC,Demarcus Robinson,WR,KC,12.0,246.7,0.4,,,0.0,,392.7,28.8,,,,,3.5,,,,0.0,0.0,,,,,
beasley_WR_BUF,Cole Beasley,WR,BUF,6.0,247.7,0.4,,,0.0,,539.8,47.3,,,,,2.5,,,,0.0,0.0,,,,,
titans_DST_TEN,Titans,DST,TEN,11.0,247.7,,,13.9,9.4,0.2,,,,,,21.1,,,2.0,9.4,,,36.8,,,,
seibert_K_CLE,Austin Seibert,K,CLE,7.0,248.0,,0.0,,,,,,,9.0,,,,,,,,,,39.0,,,
jets_DST_NYJ,Jets,DST,NYJ,4.0,248.7,,,13.9,10.0,0.3,,,,,,22.7,,,2.3,10.0,,,37.2,,,,
burkhead_RB_NE,Rex Burkhead,RB,NE,10.0,249.7,190.3,,,1.0,,163.4,18.0,,,,,1.0,,,,2.1,,,,,,
hurst_TE_BAL,Hayden Hurst,TE,BAL,8.0,252.0,0.6,,,0.0,,288.6,22.9,,,,,2.1,,,,0.0,,,,,,
succop_K_TEN,Ryan Succop,K,TEN,11.0,253.0,,1.1,,,,,,,7.5,8.6,,,0.8,,,,,,31.5,6.4,,
packers_DST_GB,Packers,DST,GB,11.0,253.3,,,13.5,8.9,0.2,,,,,,22.7,,,1.7,8.9,,,40.9,,,,
keenum_QB_WAS,Case Keenum,QB,WAS,10.0,253.5,44.3,,,0.2,,,,1451.2,,,,,,,,0.4,6.0,,,,7.6,0.5
gabriel_WR_CHI,Taylor Gabriel,WR,CHI,6.0,254.0,54.4,,,0.5,,579.5,52.0,,,,,2.7,,,,0.1,0.0,,,,,
gano_K_CAR,Graham Gano,K,CAR,7.0,254.5,,1.5,,,,,,,7.2,7.5,,,0.4,,,,,,35.7,6.6,,
higbee_TE_LAR,Tyler Higbee,TE,LAR,9.0,255.0,0.5,,,0.0,,278.2,24.3,,,,,2.1,,,,0.0,0.0,,,,,
hopkins_K_WAS,Dustin Hopkins,K,WAS,10.0,257.0,,3.2,,,,,,,7.4,7.0,,,0.6,,,,,,27.4,6.7,,
rosen_QB_MIA,Josh Rosen,QB,MIA,5.0,260.7,126.8,,,1.4,,,,2516.6,,,,,,,,0.8,11.7,,,,13.2,1.3
falcons_DST_ATL,Falcons,DST,ATL,9.0,261.0,,,14.1,9.1,0.2,,,,,,23.8,,,1.9,9.1,,,35.3,,,,
carlson_K_OAK,Daniel Carlson,K,OAK,6.0,261.0,,1.9,,,,,,,8.4,7.2,,,0.1,,,,,,27.1,6.3,,
blue_RB_JAC,Alfred Blue,RB,JAC,10.0,263.0,442.0,,,1.0,,135.0,19.0,,,,,0.0,,,,3.0,,,,,,
gore_RB_BUF,Frank Gore,RB,BUF,6.0,263.7,465.8,,,0.2,,105.0,12.7,,,,,0.2,,,,2.0,,,,,,0.0
snell_RB_PIT,Benny Snell Jr.,RB,PIT,7.0,264.0,243.0,,,1.0,,120.5,13.5,,,,,0.5,,,,2.0,,,,,,
love_RB_WAS,Bryce Love,RB,WAS,10.0,264.0,304.0,,,1.0,,114.0,12.0,,,,,1.0,,,,2.0,,,,,,
enunwa_WR_NYJ,Quincy Enunwa,WR,NYJ,4.0,264.3,0.8,,,1.0,,574.1,47.0,,,,,2.8,,,,0.0,0.0,,,,,
dixon_RB_BAL,Kenneth Dixon,RB,BAL,8.0,264.5,182.8,,,0.3,,70.1,8.8,,,,,0.1,,,,1.2,,,,,,0.0
amendola_WR_DET,Danny Amendola,WR,DET,5.0,265.0,8.2,,,0.5,,563.5,59.5,,,,,2.7,,,,0.0,0.0,,,,,
moore_WR_SEA,David Moore,WR,SEA,11.0,265.3,2.6,,,0.0,,504.4,32.6,,,,,4.3,,,,0.0,0.0,,,,,
martin_RB_OAK,Doug Martin,RB,OAK,6.0,265.7,288.5,,,1.0,,43.5,6.4,,,,,0.1,,,,2.3,,,,,,0.0
johnson_WR_PIT,Diontae Johnson,WR,PIT,7.0,266.0,0.0,,,,,256.0,20.0,,,,,1.0,,,,0.0,,,,,,
lambo_K_JAC,Josh Lambo,K,JAC,10.0,267.0,,3.9,,,,,,,5.3,8.8,,,0.2,,,,,,24.0,5.1,,
powell_RB_NYJ,Bilal Powell,RB,NYJ,4.0,269.0,364.0,,,0.6,,121.6,14.2,,,,,0.7,,,,1.7,,,,,,
ridley_WR_CHI,Riley Ridley,WR,CHI,6.0,270.0,0.0,,,,,165.0,13.0,,,,,1.0,,,,0.0,,,,,,
ollison_RB_ATL,Qadree Ollison,RB,ATL,9.0,270.0,99.0,,,,,17.0,2.0,,,,,0.0,,,,1.0,,,,,,
chark_WR_JAC,D.J. Chark,WR,JAC,10.0,271.0,0.0,,,3.0,,508.0,40.0,,,,,2.0,,,,0.0,,,,,,
james_TE_DET,Jesse James,TE,DET,5.0,271.7,0.2,,,0.0,,182.9,16.8,,,,,1.0,,,,0.0,,,,,,
clay_TE_ARI,Charles Clay,TE,ARI,12.0,272.0,1.1,,,1.0,,284.3,30.4,,,,,1.4,,,,0.0,0.0,,,,,
joseph_K_CLE,Greg Joseph,K,CLE,7.0,272.0,,1.4,,,,,,,6.8,8.5,,,0.2,,,,,,35.5,6.6,,
everett_TE_LAR,Gerald Everett,TE,LAR,9.0,273.0,2.2,,,0.0,,314.3,28.2,,,,,2.7,,,,0.0,,,,,,
brate_TE_TB,Cameron Brate,TE,TB,7.0,273.3,0.2,,,1.0,,339.8,31.7,,,,,3.3,,,,0.0,,,,,,
clement_RB_PHI,Corey Clement,RB,PHI,10.0,273.3,185.1,,,0.5,,112.8,13.3,,,,,0.2,,,,1.9,,,,,,1.0
allen_RB_NO,Javorius Allen,RB,NO,9.0,274.0,57.6,,,0.1,,68.2,7.9,,,,,0.2,,,,0.8,,,,,,
arcegawhiteside_WR_PHI,J.J. Arcega-Whiteside,WR,PHI,10.0,274.7,0.0,,,,,225.0,17.0,,,,,2.0,,,,0.0,,,,,,
butler_WR_ARI,Hakeem Butler,WR,ARI,12.0,276.0,2.7,,,0.0,,324.9,23.4,,,,,2.0,,,,0.0,,,,,,
sealsjones_TE_ARI,Ricky Seals-Jones,TE,ARI,12.0,276.5,0.2,,,0.0,,261.1,24.3,,,,,1.5,,,,0.0,,,,,,
lacosse_TE_NE,Matt LaCosse,TE,NE,10.0,277.0,0.3,,,0.0,,284.5,26.0,,,,,1.7,,,,0.0,,,,,,
pringle_WR_KC,Byron Pringle,WR,KC,12.0,278.0,0.0,,,,,108.0,9.0,,,,,1.0,,,,0.0,,,,,,
redskins_DST_WSH,Redskins,DST,WSH,10.0,278.0,,,12.8,11.3,0.3,,,,,,23.2,,,2.0,11.3,,,44.0,,,,
richardson_WR_WAS,Paul Richardson,WR,WAS,10.0,280.5,13.1,,,0.0,,645.4,43.0,,,,,3.8,,,,0.1,0.0,,,,,
anderson_RB_CIN,Rodney Anderson,RB,CIN,9.0,281.0,252.0,,,1.0,,123.0,14.0,,,,,1.0,,,,2.0,,,,,,
waller_TE_OAK,Darren Waller,TE,OAK,6.0,282.5,6.8,,,0.5,,293.0,26.7,,,,,2.0,,,,0.0,,,,,,
ross_WR_CIN,John Ross,WR,CIN,9.0,283.0,19.5,,,0.0,,380.5,32.9,,,,,3.2,,,,0.1,0.0,,,,,
scarlett_RB_CAR,Jordan Scarlett,RB,CAR,7.0,284.0,113.5,,,0.2,,61.0,8.0,,,,,0.2,,,,1.0,,,,,,0.0
dorsett_WR_NE,Phillip Dorsett,WR,NE,10.0,285.3,16.4,,,0.0,,277.5,22.2,,,,,2.1,,,,0.0,,,,,,
lions_DST_DET,Lions,DST,DET,5.0,285.7,,,12.7,10.2,0.3,,,,,,22.3,,,2.0,10.2,,,39.4,,,,
bengals_DST_CIN,Bengals,DST,CIN,9.0,286.0,,,14.0,9.2,0.3,,,,,,23.6,,,2.0,9.2,,,33.3,,,,
ware_RB_IND,Spencer Ware,RB,IND,6.0,287.0,157.6,,,0.7,,84.7,9.7,,,,,0.2,,,,1.1,,,,,,0.0
moore_WR_BAL,Chris Moore,WR,BAL,8.0,288.0,22.5,,,0.5,,295.2,24.3,,,,,2.2,,,,0.1,0.0,,,,,
cardinals_DST_ARI,Cardinals,DST,ARI,12.0,289.3,,,11.6,10.4,0.8,,,,,,24.9,,,1.8,10.4,,,44.3,,,,
snead_WR_BAL,Willie Snead,WR,BAL,8.0,289.3,4.7,,,1.0,,538.6,48.4,,,,,2.6,,,,0.0,0.0,,,,,
uzomah_TE_CIN,C.J. Uzomah,TE,CIN,9.0,289.5,0.2,,,0.0,,239.0,22.2,,,,,1.5,,,,0.0,,,,,,
thomas_TE_CAR,Ian Thomas,TE,CAR,7.0,290.3,0.2,,,0.0,,294.5,29.3,,,,,2.0,,,,0.0,,,,,,
hogan_WR_CAR,Chris Hogan,WR,CAR,7.0,290.3,4.7,,,0.0,,381.2,27.4,,,,,2.5,,,,0.0,0.0,,,,,
hurd_WR_SF,Jalen Hurd,WR,SF,4.0,291.0,81.0,,,,,219.0,17.0,,,,,1.0,,,,0.0,,,,,,
oliver_TE_JAC,Josh Oliver,TE,JAC,10.0,291.0,,,,1.0,,339.0,33.0,,,,,2.0,,,,,,,,,,
williams_WR_MIA,Preston Williams,WR,MIA,5.0,291.0,0.0,,,,,163.0,13.0,,,,,1.0,,,,0.0,,,,,,
heuerman_TE_DEN,Jeff Heuerman,TE,DEN,10.0,293.0,0.2,,,0.0,,211.2,21.0,,,,,1.4,,,,0.0,,,,,,
gonzalez_K_ARI,Zane Gonzalez,K,ARI,12.0,293.0,,1.5,,,,,,,7.4,8.1,,,0.3,,,,,,29.4,5.8,,
jones_QB_NYG,Daniel Jones,QB,NYG,11.0,293.0,36.3,,,0.2,,,,713.0,,,,,,,,0.2,3.5,,,,3.7,0.8
cain_WR_IND,Deon Cain,WR,IND,6.0,294.0,0.0,,,,,64.0,5.0,,,,,0.0,,,,0.0,,,,,,
montgomery_RB_NYJ,Ty Montgomery,RB,NYJ,4.0,295.5,164.5,,,2.0,,144.2,17.2,,,,,0.4,,,,1.5,,,,,,
smith_TE_TEN,Jonnu Smith,TE,TEN,11.0,296.0,0.4,,,,,154.5,13.8,,,,,1.1,,,,0.0,,,,,,
lock_QB_DEN,Drew Lock,QB,DEN,10.0,297.0,24.0,,,0.1,,,,628.5,,,,,,,,0.2,2.8,,,,3.1,0.7
brown_WR_GB,Equanimeous St. Brown,WR,GB,11.0,297.7,3.6,,,0.0,,334.0,23.4,,,,,1.8,,,,0.0,,,,,,
mclaurin_WR_WAS,Terry McLaurin,WR,WAS,10.0,300.0,7.2,,,0.0,,243.0,20.9,,,,,1.5,,,,0.0,,,,,,
buccaneers_DST_TB,Buccaneers,DST,TB,7.0,302.0,,,11.1,10.1,0.3,,,,,,25.5,,,1.6,10.1,,,35.0,,,,
swaim_TE_JAC,Geoff Swaim,TE,JAC,10.0,302.5,,,,0.0,,455.0,47.0,,,,,2.0,,,,,,,,,,
dissly_TE_SEA,Will Dissly,TE,SEA,11.0,303.0,1.1,,,0.0,,410.8,30.0,,,,,3.6,,,,0.0,0.0,,,,,
booker_RB_DEN,Devontae Booker,RB,DEN,10.0,303.5,184.3,,,2.0,,205.7,25.1,,,,,0.7,,,,0.8,,,,,,
dolphins_DST_MIA,Dolphins,DST,MIA,5.0,304.0,,,15.3,8.3,0.3,,,,,,25.5,,,2.5,8.3,,,28.9,,,,
kroft_TE_BUF,Tyler Kroft,TE,BUF,6.0,305.0,0.2,,,0.0,,173.0,16.4,,,,,1.3,,,,0.0,,,,,,
davis_TE_WAS,Vernon Davis,TE,WAS,10.0,307.0,0.7,,,0.0,,385.0,29.7,,,,,2.2,,,,,,,,,,
warring_TE_HOU,Kahale Warring,TE,HOU,10.0,307.0,0.6,,,1.0,,177.9,16.8,,,,,1.3,,,,0.0,,,,,,
renfrow_WR_OAK,Hunter Renfrow,WR,OAK,6.0,309.0,3.1,,,0.0,,301.5,27.0,,,,,1.7,,,,0.0,,,,,,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,11.0,310.0,14.1,,,0.1,,,,253.5,,,,,,,,0.0,1.5,,,,1.0,0.6
grant_WR_MIA,Jakeem Grant,WR,MIA,5.0,310.0,1.3,,,,,280.2,21.8,,,,,1.1,,,,0.0,,,,,,
gallman_RB_NYG,Wayne Gallman,RB,NYG,11.0,311.0,249.1,,,1.2,,98.9,14.0,,,,,0.1,,,,1.6,,,,,,0.0
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,4.0,311.0,18.4,,,1.0,,231.4,24.9,,,,,1.0,,,,0.1,0.0,,,,,
pineiro_K_CHI,Eddy Pineiro,K,CHI,6.0,312.0,,1.3,,,,,,,7.4,7.2,,,0.1,,,,,,31.6,7.0,,
perriman_WR_TB,Breshad Perriman,WR,TB,7.0,312.5,14.6,,,0.0,,544.9,30.7,,,,,2.8,,,,0.0,0.0,,,,,
smallwood_RB_PHI,Wendell Smallwood,RB,PHI,10.0,312.5,246.8,,,0.3,,141.1,15.8,,,,,0.6,,0.1,,1.6,,,,,,0.5
thomas_TE_HOU,Jordan Thomas,TE,HOU,10.0,313.3,0.3,,,0.0,,225.3,20.7,,,,,2.2,,,,0.0,,,,,,
patrick_WR_DEN,Tim Patrick,WR,DEN,10.0,315.0,18.7,,,0.0,,391.2,28.8,,,,,2.0,,,,0.0,,,,,,
kumerow_WR_GB,Jake Kumerow,WR,GB,11.0,315.0,1.0,,,,,119.6,9.7,,,,,1.0,,,,0.0,,,,,,
treadwell_WR_MIN,Laquon Treadwell,WR,MIN,12.0,316.0,0.2,,,,,171.1,15.4,,,,,1.1,,,,0.0,,,,,,
ateman_WR_OAK,Marcell Ateman,WR,OAK,6.0,317.0,0.0,,,,,81.0,7.0,,,,,0.0,,,,0.0,,,,,,
williams_RB_CIN,Trayveon Williams,RB,CIN,9.0,318.0,85.6,,,0.2,,41.8,5.4,,,,,0.2,,,,0.5,,,,,,0.0
reynolds_WR_LAR,Josh Reynolds,WR,LAR,9.0,320.0,22.8,,,0.0,,270.3,19.5,,,,,2.2,,,,0.0,,,,,,
jarwin_TE_DAL,Blake Jarwin,TE,DAL,8.0,320.0,0.2,,,0.0,,219.6,20.3,,,,,1.8,,,,0.0,,,,,,
wilkins_RB_IND,Jordan Wilkins,RB,IND,6.0,321.0,86.0,,,,,54.0,7.0,,,,,0.0,,,,0.0,,,,,,
knox_TE_BUF,Dawson Knox,TE,BUF,6.0,322.0,0.1,,,0.0,,138.0,11.7,,,,,0.7,,,,0.0,,,,,,
switzer_WR_PIT,Ryan Switzer,WR,PIT,7.0,322.0,26.6,,,0.0,,205.5,18.7,,,,,1.0,,0.2,,0.0,,,,,,
wright_WR_CAR,Jarius Wright,WR,CAR,7.0,323.0,18.6,,,0.0,,294.4,24.9,,,,,1.6,,,,0.0,,,,,,
vannett_TE_SEA,Nick Vannett,TE,SEA,11.0,323.5,0.4,,,0.0,,174.8,17.5,,,,,1.3,,,,0.0,,,,,,
ellington_RB_TB,Andre Ellington,RB,TB,7.0,325.0,107.0,,,,,106.0,12.0,,,,,0.0,,,,1.0,,,,,,
boykin_WR_BAL,Miles Boykin,WR,BAL,8.0,326.5,3.7,,,0.0,,265.9,20.1,,,,,1.2,,,,0.0,,,,,,
develin_RB_NE,James Develin,RB,NE,10.0,327.0,13.7,,,0.0,,61.1,9.4,,,,,0.1,,,,0.7,0.0,,,,,0.0
kirkwood_WR_NO,Keith Kirkwood,WR,NO,9.0,328.0,0.9,,,,,167.4,12.7,,,,,0.9,,,,0.0,,,,,,
walton_RB_MIA,Mark Walton,RB,MIA,5.0,328.0,236.0,,,,,51.0,6.0,,,,,0.0,,,,1.0,,,,,,
benjamin_WR_LAC,Travis Benjamin,WR,LAC,12.0,330.0,46.5,,,0.0,,384.6,27.6,,,,,1.8,,,,0.2,,,,,,
