key,name,pos,team,bye,std,half_ppr,ppr,fumbles,df_points_allowed_per_game,kick_30_39,pass_tds,reception_tds,kick_extra_points,df_fumbles,kick_50,df_tds,df_ints,two_pts,df_sacks,kick_40_49,rush_tds,pass_yds,kick_0_19,receptions,reception_yds,pass_ints,df_safeties,rush_yds,kick_20_29
montgomery_RB_NO,Ty Montgomery,RB,NO,6.0,-1.0,403.0,402.0,0.0,,,,0.1,,,,,,,,,0.1,,,4.6,33.5,,,88.9,
montgomery_WR_NO,Ty Montgomery,WR,NO,,-1.0,-1.0,-1.0,,,,,1.0,,,,,,,,,0.0,,,13.0,138.0,,,39.0,
moreau_TE_LV,Foster Moreau,TE,LV,8.0,-1.0,388.0,388.0,0.0,,,,2.1,,,,,,,,,0.0,,,15.7,167.1,0.0,,0.5,
morgan_WR_CIN,Stanley Morgan,WR,CIN,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,23.0,,,0.0,
mundt_TE_LAR,Johnny Mundt,TE,LAR,,-1.0,-1.0,-1.0,,,,,0.2,,,,,,,,,0.0,,,5.3,45.1,,,0.3,
nabers_RB_LAC,Gabe Nabers,RB,LAC,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,0.0,,,0.0,,,4.8,36.1,,,7.3,
nordin_K_NE,Quinn Nordin,K,NE,,-1.0,-1.0,-1.0,,,8.6,,,36.5,,4.0,,,,,8.8,,,0.3,,,,,,7.5
nwangwu_RB_MIN,Kene Nwangwu,RB,MIN,,-1.0,-1.0,-1.0,0.2,,,,0.2,,,,,,0.0,,,1.0,,,6.4,56.7,,,106.5,
ogunbowale_RB_JAX,Dare Ogunbowale,RB,JAX,,-1.0,-1.0,-1.0,0.2,,,,0.8,,,,,,0.0,,,1.2,,,16.3,140.6,,,130.4,
okwuegbunam_TE_DEN,Albert Okwuegbunam,TE,DEN,11.0,-1.0,412.0,411.0,0.0,,,,2.3,,,,,,,,,0.0,,,28.7,344.2,0.0,,1.0,
oliver_TE_BAL,Josh Oliver,TE,BAL,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,0.0,,,7.5,74.0,,,0.0,
olonilua_RB_DAL,Sewo Olonilua,RB,DAL,,-1.0,-1.0,-1.0,0.2,,,,0.4,,,,,,0.0,,,0.8,,,8.1,59.0,,,119.4,
olszewski_WR_NE,Gunner Olszewski,WR,NE,,-1.0,-1.0,-1.0,0.0,,,,0.3,,,,0.1,,,,,0.0,,,5.6,82.1,,,12.9,
osborn_WR_MIN,K.J. Osborn,WR,MIN,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,0.3,,,,,0.0,,,6.0,59.7,,,3.4,
oshaughnessy_TE_JAX,James O'Shaughnessy,TE,JAX,7.0,-1.0,417.0,416.0,0.0,,,,1.5,,,,,,,,,0.0,,,29.1,303.7,0.0,,0.5,
parkinson_TE_SEA,Colby Parkinson,TE,SEA,,-1.0,-1.0,-1.0,0.0,,,,0.8,,,,,,,,,0.0,,,7.9,82.6,,,0.3,
patterson_RB_ATL,Cordarrelle Patterson,RB,ATL,,-1.0,-1.0,-1.0,,,,,1.0,,,,,,,,,2.0,,,22.0,195.0,,,256.0,
penny_RB_NYG,Elijhaa Penny,RB,NYG,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,0.0,,,0.0,,,3.0,17.7,,,10.6,
perkins_QB_LAR,Bryce Perkins,QB,LAR,,-1.0,-1.0,-1.0,0.2,,,1.1,,,,,,,0.6,,,0.5,345.0,,,,1.6,,22.4,
perry_WR_NE,Malcolm Perry,WR,NE,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,30.0,,,11.0,
proche_WR_BAL,James Proche II,WR,BAL,,-1.0,-1.0,-1.0,,,,,0.2,,,,0.1,,,,,0.0,,,3.0,45.6,,,1.9,
raiders_DST_LV,Raiders,DST,LV,8.0,-1.0,-1.0,245.0,10.3,26.6,,,,,10.3,,1.8,14.2,,34.2,,,,,,,,0.3,,
raymond_WR_DET,Kalif Raymond,WR,DET,,-1.0,-1.0,-1.0,,,,,2.0,,,,0.1,,,,,0.0,,,32.8,470.5,0.0,,1.4,
reyes_TE_WSH,Sammis Reyes,TE,WSH,,-1.0,-1.0,-1.0,,,,,0.2,,,,,,,,,0.0,,,3.3,34.4,,,0.5,
ricard_RB_BAL,Patrick Ricard,RB,BAL,,-1.0,-1.0,-1.0,0.5,,,,0.9,,,,,,0.1,,,0.0,,,15.8,102.8,0.0,,-1.5,
ricci_TE_CAR,Giovanni Ricci,TE,CAR,13.0,-1.0,-1.0,190.0,,,,,0.4,,,,,,,,,,,,4.7,44.8,,,1.2,
roberts_WR_HOU,Andre Roberts,WR,HOU,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,0.6,,,,,0.0,,,8.2,104.1,,,4.4,
robinson_WR_KC,Demarcus Robinson,WR,KC,12.0,-1.0,275.0,276.0,1.0,,,,3.2,,,,,,,,,0.0,,,39.7,473.0,0.0,,0.4,
rogers_WR_TEN,Chester Rogers,WR,TEN,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,9.3,106.4,,,2.4,
rosas_K_NO,Aldrick Rosas,K,NO,,-1.0,-1.0,-1.0,,,2.3,,,11.0,,1.0,,,,,1.5,,,0.1,,,,,,2.1
rosen_QB_ATL,Josh Rosen,QB,ATL,,-1.0,-1.0,-1.0,0.0,,,1.0,,,,,,,,,,0.0,182.0,,,,1.0,,15.0,
ross_WR_NYG,John Ross,WR,NYG,,-1.0,-1.0,-1.0,0.0,,,,0.2,,,,,,,,,0.0,,,3.4,46.6,,,5.2,
rudolph_QB_PIT,Mason Rudolph,QB,PIT,,-1.0,-1.0,-1.0,0.1,,,1.5,,,,,,,0.5,,,0.0,241.8,,,,1.3,,11.8,
rudolph_TE_NYG,Kyle Rudolph,TE,NYG,10.0,-1.0,441.0,430.0,0.0,,,,2.2,,,,,,,,,0.0,,,28.4,271.4,,,0.3,
rush_QB_DAL,Cooper Rush,QB,DAL,,-1.0,-1.0,-1.0,0.1,,,0.9,,,,,,,0.6,,,0.1,198.8,,,,0.8,,2.2,
sample_TE_CIN,Drew Sample,TE,CIN,10.0,-1.0,445.0,435.0,1.0,,,,1.5,,,,,,,,,0.0,,,30.7,271.0,,,0.3,
santoso_K_CAR,Ryan Santoso,K,CAR,,-1.0,438.0,-1.0,,,,,,31.0,,5.0,,,,,10.0,,,,,,,,,
santoso_P_CAR,Ryan Santoso,P,CAR,,-1.0,-1.0,-1.0,,,8.8,,,33.0,,2.6,,,,,7.7,,,0.3,,,,,,7.6
sanu_WR_SF,Mohamed Sanu,WR,SF,6.0,-1.0,380.0,380.0,0.5,,,,1.7,,,,,,,,,0.0,,,28.7,307.7,,,8.8,
sargent_RB_TEN,Mekhi Sargent,RB,TEN,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,1.0,,,3.0,23.0,,,81.0,
saubert_TE_DEN,Eric Saubert,TE,DEN,,-1.0,-1.0,-1.0,0.0,,,,0.4,,,,,,,,,0.0,,,6.0,57.8,,,0.4,
schultz_TE_DAL,Dalton Schultz,TE,DAL,7.0,-1.0,304.0,272.3,0.0,,,,3.1,,,,,,,,,0.0,,,38.1,386.0,,,0.3,
schwartz_WR_CLE,Anthony Schwartz,WR,CLE,13.0,-1.0,381.0,381.0,0.0,,,,0.9,,,,,,,,,0.0,,,8.7,114.1,,,4.4,
sealsjones_TE_WSH,Ricky Seals-Jones,TE,WSH,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,22.0,,,0.0,
seibert_K_DET,Austin Seibert,K,DET,9.0,-1.0,-1.0,207.0,,,8.6,,,29.0,,3.0,,,,,9.2,,,0.2,,,,,,5.0
shaheen_TE_MIA,Adam Shaheen,TE,MIA,,-1.0,-1.0,-1.0,1.0,,,,1.0,,,,,,,,,0.0,,,6.5,65.9,,,0.0,
sharpe_WR_ATL,Tajae Sharpe,WR,ATL,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,4.0,47.0,,,0.0,
slater_WR_NE,Matthew Slater,WR,NE,,-1.0,-1.0,-1.0,0.0,,,,0.2,,,,0.0,,,,,0.0,,,1.5,71.8,,,6.2,
smith_QB_SEA,Geno Smith,QB,SEA,,-1.0,-1.0,-1.0,0.1,,,1.2,,,,,,,0.4,,,0.1,203.6,,,,0.7,,2.7,
smith_RB_ATL,Keith Smith,RB,ATL,,-1.0,-1.0,-1.0,0.0,,,,0.3,,,,,,0.1,,,0.1,,,11.0,84.2,0.0,,9.0,
smith_TE_ATL,Lee Smith,TE,ATL,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,4.5,38.3,,,0.3,
smith_TE_NYG,Kaden Smith,TE,NYG,,-1.0,-1.0,-1.0,0.0,,,,0.2,,,,,,,,,0.0,,,7.2,68.3,,,0.2,
smith_WR_NYJ,Jeff Smith,WR,NYJ,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,21.0,,,0.0,
smithmarsette_WR_MIN,Ihmir Smith-Marsette,WR,MIN,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,0.0,,,13.0,171.4,,,3.9,
smythe_TE_MIA,Durham Smythe,TE,MIA,,-1.0,-1.0,-1.0,0.0,,,,1.3,,,,,,,,,0.0,,,19.5,167.8,,,0.4,
snead_WR_LV,Willie Snead IV,WR,LV,8.0,-1.0,444.0,434.0,0.0,,,,2.1,,,,,,,,,0.0,,,31.9,364.1,,,0.7,
spencer_WR_DEN,Diontae Spencer,WR,DEN,,-1.0,-1.0,-1.0,0.0,,,,0.3,,,,0.2,,,,,0.0,,,7.1,87.5,,,28.4,
sternberger_TE_GB,Jace Sternberger,TE,GB,,-1.0,-1.0,-1.0,0.0,,,,2.0,,,,,,,,,,,,18.0,143.0,,,,
streveler_QB_ARI,Chris Streveler,QB,ARI,,-1.0,-1.0,-1.0,0.0,,,0.6,,,,,,,0.6,,,0.1,126.2,,,,0.7,,7.3,
swaim_TE_TEN,Geoff Swaim,TE,TEN,,-1.0,-1.0,-1.0,0.0,,,,2.0,,,,,,,,,0.0,,,24.5,229.5,,,0.0,
swain_WR_SEA,Freddie Swain,WR,SEA,,-1.0,-1.0,-1.0,0.0,,,,1.4,,,,,,,,,0.0,,,17.1,226.7,0.0,,3.9,
sweeney_TE_BUF,Tommy Sweeney,TE,BUF,,-1.0,-1.0,-1.0,1.0,,,,2.0,,,,,,,,,0.0,,,27.5,311.5,,,0.0,
tate_WR_CIN,Auden Tate,WR,CIN,,-1.0,-1.0,-1.0,,,,,1.6,,,,,,,,,0.0,,,20.3,268.1,,,0.3,
taylor_WR_GB,Malik Taylor,WR,GB,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,,,,0.0,,,3.4,47.0,,,5.9,
thomas_TE_CAR,Ian Thomas,TE,CAR,,-1.0,-1.0,-1.0,0.0,,,,1.4,,,,,,,,,0.0,,,22.7,191.9,0.0,,0.5,
thomas_WR_CIN,Mike Thomas,WR,CIN,,-1.0,-1.0,-1.0,,,,,0.3,,,,,,,,,0.0,,,5.5,82.6,,,0.8,
thompson_TE_CAR,Colin Thompson,TE,CAR,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,7.0,67.5,,,0.0,
tomlinson_TE_BAL,Eric Tomlinson,TE,BAL,,-1.0,-1.0,-1.0,,,,,0.1,,,,,,,,,0.0,,,1.3,14.7,,,0.4,
trask_QB_TB,Kyle Trask,QB,TB,,-1.0,-1.0,-1.0,0.0,,,1.0,,,,,,,,,,0.0,150.0,,,,0.0,,3.0,
tremble_TE_CAR,Tommy Tremble,TE,CAR,,-1.0,-1.0,-1.0,1.0,,,,0.5,,,,,,,,,0.0,,,10.8,105.2,,,0.8,
trubisky_QB_BUF,Mitchell Trubisky,QB,BUF,7.0,-1.0,409.0,409.0,0.0,,,1.3,,,,,,,0.6,,,0.1,230.5,,,,1.1,,16.3,
ursua_WR_SEA,John Ursua,WR,SEA,,-1.0,-1.0,-1.0,,,,,0.4,,,,,,,,,,,,5.0,65.4,,,3.7,
vannett_TE_NO,Nick Vannett,TE,NO,,-1.0,-1.0,-1.0,,,,,0.5,,,,,,,,,0.0,,,10.9,94.0,,,0.3,
vizcaino_K_LAC,Tristan Vizcaino,K,LAC,,-1.0,-1.0,-1.0,,,8.2,,,38.0,,3.8,,,,,8.6,,,0.2,,,,,,6.9
walker_QB_CAR,P.J. Walker,QB,CAR,,-1.0,-1.0,-1.0,0.0,,,1.2,,,,,,,0.5,,,0.0,325.2,,,,1.7,,5.0,
wallace_WR_BAL,Tylan Wallace,WR,BAL,8.0,-1.0,376.0,375.0,0.0,,,,1.0,,,,,,,,,0.1,,,10.7,128.2,,,5.3,
ward_RB_ARI,Jonathan Ward,RB,ARI,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,0.0,,,0.7,,,6.1,49.2,,,70.6,
ward_WR_PHI,Greg Ward,WR,PHI,14.0,-1.0,399.0,398.0,,,,,1.1,,,,0.1,,,,,0.0,,,18.6,209.9,,,0.8,
washington_DST_WSH,Washington,DST,WSH,,-1.0,-1.0,-1.0,10.0,22.4,,,,,10.0,,2.0,13.0,,43.0,,,,,,,,,,
washington_RB_NO,Dwayne Washington,RB,NO,,-1.0,279.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,0.1,1.8,,,9.0,
watkins_WR_PHI,Quez Watkins,WR,PHI,14.0,-1.0,289.0,285.0,0.0,,,,3.1,,,,,,,,,0.0,,,35.0,492.6,0.0,,2.9,
watt_RB_PIT,Derek Watt,RB,PIT,,-1.0,-1.0,-1.0,0.1,,,,0.1,,,,,,0.0,,,0.5,,,1.6,6.7,,,65.2,
webster_WR_CHI,Nsimba Webster,WR,CHI,,-1.0,-1.0,-1.0,,,,,0.1,,,,,,,,,0.0,,,2.4,52.5,,,1.2,
wesco_RB_NYJ,Trevon Wesco,RB,NYJ,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,4.0,35.0,,,0.0,
wesco_TE_NYJ,Trevon Wesco,TE,NYJ,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,,,,0.0,,,3.6,49.3,,,7.3,
wesley_WR_ARI,Antoine Wesley,WR,ARI,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,22.0,,,0.0,
westbrook_WR_MIN,Dede Westbrook,WR,MIN,,-1.0,-1.0,-1.0,,,,,1.4,,,,,,,,,0.0,,,20.1,232.4,,,2.0,
westbrookikhine_WR_TEN,Nick Westbrook-Ikhine,WR,TEN,,-1.0,-1.0,-1.0,,,,,0.2,,,,,,,,,0.0,,,5.7,77.0,,,0.3,
white_QB_NYJ,Mike White,QB,NYJ,,-1.0,-1.0,-1.0,0.2,,,1.3,,,,,,,0.6,,,0.1,276.6,,,,1.2,,4.1,
wilkins_RB_IND,Jordan Wilkins,RB,IND,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,0.6,,,0.5,,,4.0,32.1,,,84.0,
williams_TE_ARI,Maxx Williams,TE,ARI,,-1.0,-1.0,-1.0,0.0,,,,1.8,,,,,,,,,0.0,,,21.9,237.2,0.0,,1.0,
wilson_WR_DAL,Cedrick Wilson,WR,DAL,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,,,,,,0.0,,,8.5,115.7,,,4.1,
woerner_TE_SF,Charlie Woerner,TE,SF,6.0,-1.0,430.0,424.0,0.0,,,,0.5,,,,,,,,,0.0,,,6.4,75.8,,,0.3,
wolford_QB_LAR,John Wolford,QB,LAR,,-1.0,-1.0,-1.0,0.0,,,0.9,,,,,,,0.6,,,0.1,186.1,,,,1.0,,7.9,
woodside_QB_TEN,Logan Woodside,QB,TEN,,-1.0,-1.0,-1.0,0.1,,,0.8,,,,,,,0.5,,,0.1,147.1,,,,0.7,,7.8,
zylstra_WR_CAR,Brandon Zylstra,WR,CAR,,-1.0,-1.0,-1.0,0.0,,,,0.0,,,,,,,,,0.0,,,2.5,46.3,,,5.1,
