#,bye,graph,high,low,name,overall,pick,pos,ppr,std.dev,team,team_count,timesdrafted,adp,key
152,8,,12.05,14.07,Cowboys,147.3,11.07,DST,False,7.5,DAL,14,9,152,cowboys_DST
153,9,,9.06,14.08,Greg Zuerlein,147.5,11.08,K,False,13.3,LAR,14,64,153,greg_zuerlein_K
154,12,,11.07,14.06,Marquise Brown,148.6,11.09,WR,False,8.8,FA,14,25,154,marquise_brown_WR
155,11,,10.01,17.02,Marquez Valdes-Scantling,149.1,11.09,WR,False,17.9,GB,14,90,155,marquez_valdesscantling_WR
156,7,,11.08,14.06,Donte Moncrief,149.3,11.09,WR,False,9.5,PIT,14,33,156,donte_moncrief_WR
157,4,,10.04,18.03,Quincy Enunwa,149.7,11.10,WR,False,43.7,NYJ,14,18,157,quincy_enunwa_WR
158,6,,11.07,14.05,Tyrell Williams,150.3,11.10,WR,False,8.0,OAK,14,24,158,tyrell_williams_WR
159,12,,9.01,17.04,Damien Harris,150.4,11.10,RB,False,27.9,FA,14,48,159,damien_harris_RB
160,6,,11.11,14.07,Mitch Trubisky,150.4,11.10,QB,False,6.5,CHI,14,61,160,mitch_trubisky_QB
161,10,,12.12,14.03,Broncos,150.5,11.11,DST,False,5.5,DEN,14,17,161,broncos_DST
162,9,,7.10,16.08,Austin Hooper,150.7,11.11,TE,False,22.1,ATL,14,65,162,austin_hooper_TE
163,5,,8.10,15.02,Kalen Ballage,151.1,11.11,RB,False,12.1,MIA,14,57,163,kalen_ballage_RB
164,5,,7.12,16.02,Matthew Stafford,152.8,11.13,QB,False,28.2,DET,14,45,164,matthew_stafford_QB
165,9,,8.02,18.05,Mohamed Sanu,153.1,11.13,WR,False,32.5,ATL,14,17,165,mohamed_sanu_WR
166,10,,10.06,16.01,Demaryius Thomas,153.5,11.13,WR,False,16.1,NE,14,17,166,demaryius_thomas_WR
167,11,,8.02,16.10,Jimmy Graham,154.5,11.14,TE,False,23.9,GB,14,70,167,jimmy_graham_TE
168,12,,10.11,17.08,Justice Hill,154.8,12.01,RB,False,15.7,FA,14,59,168,justice_hill_RB
169,12,,12.04,15.10,Darwin Thompson,156.5,12.03,RB,False,17.2,KC,14,4,169,darwin_thompson_RB
170,12,,9.09,16.08,Kyle Rudolph,157.5,12.03,TE,False,17.8,MIN,14,62,170,kyle_rudolph_TE
171,8,,12.04,15.08,Justin Tucker,159.6,12.06,K,False,7.8,BAL,14,49,171,justin_tucker_K
172,9,,10.05,15.11,Tre'Quan Smith,159.7,12.06,WR,False,12.7,NO,14,31,172,trequan_smith_WR
173,10,,11.11,14.12,Daesean Hamilton,160.3,12.06,WR,False,9.3,DEN,14,15,173,daesean_hamilton_WR
174,5,,11.01,16.09,CJ Anderson,160.4,12.06,RB,False,15.5,DET,14,41,174,cj_anderson_RB
175,12,,3.03,16.03,Harrison Butker,162.1,12.08,K,False,22.2,KC,14,55,175,harrison_butker_K
176,6,,12.12,15.12,Derek Carr,162.2,12.08,QB,False,9.2,OAK,14,33,176,derek_carr_QB
177,11,,10.01,16.04,Jamaal Williams,162.5,12.08,RB,False,14.6,GB,14,53,177,jamaal_williams_RB
178,6,,11.10,17.10,John Brown,166.3,12.12,WR,False,20.2,BUF,14,20,178,john_brown_WR
179,10,,12.09,17.11,Eagles,168.5,12.14,DST,False,16.8,PHI,14,13,179,eagles_DST
180,11,,12.09,17.10,David Moore,168.7,13.01,WR,False,14.5,SEA,14,10,180,david_moore_WR
181,12,,13.09,17.04,Andy Isabella,169.9,13.02,WR,False,10.3,ARI,14,14,181,andy_isabella_WR
182,10,,12.05,16.02,Kaimi Fairbairn,170.3,13.02,K,False,9.8,HOU,14,20,182,kaimi_fairbairn_K
183,8,,9.10,18.04,Mark Andrews,170.4,13.02,TE,False,30.3,BAL,14,37,183,mark_andrews_TE
184,9,,12.07,18.05,Qadree Ollison,170.7,13.03,RB,False,19.3,ATL,14,12,184,qadree_ollison_RB
185,6,,12.07,18.05,Cole Beasley,171.0,13.03,WR,False,16.5,BUF,14,13,185,cole_beasley_WR
186,5,,13.10,16.10,Kenny Stills,171.3,13.03,WR,False,12.3,MIA,14,12,186,kenny_stills_WR
187,10,,14.09,17.07,Austin Seferian-Jenkins,172.0,13.04,TE,False,11.0,NE,14,9,187,austin_seferianjenkins_TE
188,10,,13.06,16.10,Ryquell Armstead,173.5,13.06,RB,False,10.6,JAX,14,48,188,ryquell_armstead_RB
189,4,,10.04,18.05,Sam Darnold,173.9,13.06,QB,False,21.8,NYJ,14,39,189,sam_darnold_QB
190,5,,13.01,17.08,DeVante Parker,174.0,13.06,WR,False,12.7,MIA,14,36,190,devante_parker_WR
191,6,,10.09,18.01,Robert Foster,174.1,13.06,WR,False,26.6,BUF,14,9,191,robert_foster_WR
192,12,,11.07,17.06,Noah Fant,175.3,13.07,TE,False,16.6,FA,14,60,192,noah_fant_TE
193,8,,10.08,18.01,Gus Edwards,177.4,13.09,RB,False,24.5,BAL,14,32,193,gus_edwards_RB
194,12,,9.01,17.09,Deebo Samuel,178.5,13.11,WR,False,22.2,FA,14,32,194,deebo_samuel_WR
195,9,,15.03,16.05,Wil Lutz,178.6,13.11,K,False,3.5,NO,14,45,195,wil_lutz_K
196,6,,13.07,18.03,TJ Yeldon,179.0,13.11,RB,False,31.2,BUF,14,4,196,tj_yeldon_RB
197,6,,11.08,18.02,Nyheim Hines,179.2,13.11,RB,False,16.4,IND,14,59,197,nyheim_hines_RB
198,10,,14.09,16.08,Stephen Gostkowski,180.0,13.12,K,False,4.9,NE,14,47,198,stephen_gostkowski_K
199,4,,9.05,17.08,Chris Herndon IV,180.6,13.13,TE,False,20.2,NYJ,14,37,199,chris_herndon_iv_TE
200,11,,15.01,17.04,A.J. Brown,181.1,13.13,WR,False,10.4,TEN,14,7,200,aj_brown_WR
201,9,,11.12,18.06,Giovani Bernard,182.3,13.14,RB,False,27.0,CIN,14,14,201,giovani_bernard_RB
202,10,,11.04,18.06,Jordan Reed,183.8,14.02,TE,False,18.3,WAS,14,34,202,jordan_reed_TE
203,6,,10.07,17.01,Adam Vinatieri,183.8,14.02,K,False,18.1,IND,14,17,203,adam_vinatieri_K
204,6,,12.01,18.06,Colts,186.1,14.04,DST,False,15.6,IND,14,51,204,colts_DST
205,8,,7.12,18.05,Michael Gallup,186.2,14.04,WR,False,25.4,DAL,14,22,205,michael_gallup_WR
206,10,,15.12,17.11,Jake Elliott,186.6,14.05,K,False,6.9,PHI,14,9,206,jake_elliott_K
207,9,,13.01,18.06,Saints,187.3,14.05,DST,False,13.7,NO,14,43,207,saints_DST
208,9,,13.04,18.06,Malcolm Brown,187.5,14.05,RB,False,14.0,LAR,14,53,208,malcolm_brown_RB
209,10,,10.06,18.06,Nelson Agholor,188.0,14.06,WR,False,30.9,PHI,14,8,209,nelson_agholor_WR
210,8,,14.09,18.06,Randall Cobb,189.1,14.07,WR,False,13.4,DAL,14,16,210,randall_cobb_WR
211,9,,13.12,18.05,Falcons,189.3,14.07,DST,False,19.2,ATL,14,8,211,falcons_DST
212,10,,15.01,18.06,Nick Foles,192.2,14.10,QB,False,11.3,JAX,14,32,212,nick_foles_QB
213,10,,13.04,18.06,Patriots,192.3,14.10,DST,False,14.3,NE,14,42,213,patriots_DST
214,12,,16.03,18.03,Michael Badgley,192.5,14.11,K,False,10.5,LAC,14,4,214,michael_badgley_K
215,11,,15.01,17.05,Seahawks,192.7,14.11,DST,False,8.6,SEA,14,10,215,seahawks_DST
216,7,,10.06,18.06,Duke Johnson,192.9,14.11,RB,False,27.9,CLE,14,12,216,duke_johnson_RB
217,7,,16.04,17.12,Steelers,193.0,14.11,DST,False,7.8,PIT,14,6,217,steelers_DST
218,6,,12.07,18.11,Bills,193.2,14.11,DST,False,14.5,BUF,14,64,218,bills_DST
219,11,,15.12,18.02,Jake Kumerow,194.8,14.13,WR,False,11.4,GB,14,4,219,jake_kumerow_WR
220,12,,15.08,18.04,Chase Edmonds,195.2,14.13,RB,False,13.6,ARI,14,5,220,chase_edmonds_RB
221,4,,16.05,18.05,Robbie Gould,195.5,14.14,K,False,8.6,SF,14,10,221,robbie_gould_K
222,5,,16.03,17.12,Ryan Fitzpatrick,195.8,14.14,QB,False,9.8,MIA,14,4,222,ryan_fitzpatrick_QB
223,11,,16.09,18.04,Mason Crosby,195.9,14.14,K,False,6.0,GB,14,16,223,mason_crosby_K
224,9,,16.02,18.02,John Ross,196.1,14.14,WR,False,9.8,CIN,14,10,224,john_ross_WR
225,8,,16.07,18.06,Brett Maher,196.9,15.01,K,False,7.2,DAL,14,16,225,brett_maher_K
226,10,,15.07,18.06,Dallas Goedert,197.1,15.01,TE,False,12.3,PHI,14,14,226,dallas_goedert_TE
227,9,,15.11,18.06,Tyler Eifert,197.8,15.02,TE,False,11.6,CIN,14,13,227,tyler_eifert_TE
228,12,,15.01,18.06,Dan Bailey,198.6,15.03,K,False,8.9,MIN,14,19,228,dan_bailey_K
229,7,,16.06,17.11,Panthers,198.8,15.03,DST,False,8.5,CAR,14,4,229,panthers_DST
230,4,,16.03,18.06,Jets,200.2,15.04,DST,False,6.9,NYJ,14,17,230,jets_DST
231,9,,14.09,18.09,Giorgio Tavecchio,200.5,15.05,K,False,13.5,ATL,14,11,231,giorgio_tavecchio_K
232,11,,17.04,18.05,Aldrick Rosas,201.1,15.05,K,False,4.4,NYG,14,9,232,aldrick_rosas_K
233,11,,16.03,18.06,Packers,201.9,15.06,DST,False,6.9,GB,14,16,233,packers_DST
234,6,,17.05,18.02,Zay Jones,202.8,15.07,WR,False,3.9,BUF,14,4,234,zay_jones_WR
235,5,,17.04,18.06,Matt Prater,203.0,15.07,K,False,3.8,DET,14,23,235,matt_prater_K
236,11,,17.05,18.06,Jason Myers,203.8,15.08,K,False,6.5,SEA,14,5,236,jason_myers_K
237,6,,16.08,18.04,Jack Doyle,205.0,15.09,TE,False,5.8,IND,14,11,237,jack_doyle_TE
238,10,,17.12,18.06,Chris Thompson,207.6,15.12,RB,False,2.5,WAS,14,5,238,chris_thompson_RB
